id,pincode,district,district_id,statename,state_id
7044,144505,Shahid Bhagat Singh Nagar,,PUNJAB,
7045,144418,JALANDHAR,,PUNJAB,
7046,144504,Shahid Bhagat Singh Nagar,,PUNJAB,
7047,144502,Shahid Bhagat Singh Nagar,,PUNJAB,
7048,144518,Shahid Bhagat Singh Nagar,,PUNJAB,
7049,144409,JALANDHAR,,PUNJAB,
7050,144515,Shahid Bhagat Singh Nagar,,PUNJAB,
7051,144512,Shahid Bhagat Singh Nagar,,PUNJAB,
7052,144509,Shahid Bhagat Singh Nagar,,PUNJAB,
7053,144024,JALANDHAR,,PUNJAB,
7054,144501,Shahid Bhagat Singh Nagar,,PUNJAB,
7055,144510,Shahid Bhagat Singh Nagar,,PUNJAB,
7056,144516,Shahid Bhagat Singh Nagar,,PUNJAB,
7057,144506,Shahid Bhagat Singh Nagar,,PUNJAB,
7058,144507,Shahid Bhagat Singh Nagar,,PUNJAB,
7059,144514,Shahid Bhagat Singh Nagar,,PUNJAB,
7060,144503,Shahid Bhagat Singh Nagar,,PUNJAB,
7061,144102,JALANDHAR,,PUNJAB,
7062,144106,JALANDHAR,,PUNJAB,
7063,144301,JALANDHAR,,PUNJAB,
7064,144002,JALANDHAR,,PUNJAB,
7065,144201,JALANDHAR,,PUNJAB,
7066,144008,JALANDHAR,,PUNJAB,
7067,144025,JALANDHAR,,PUNJAB,
7068,144101,JALANDHAR,,PUNJAB,
7069,144621,KAPURTHALA,,PUNJAB,
7070,144630,JALANDHAR,,PUNJAB,
7071,144804,KAPURTHALA,,PUNJAB,
7072,144802,KAPURTHALA,,PUNJAB,
7073,144623,JALANDHAR,,PUNJAB,
7074,144629,JALANDHAR,,PUNJAB,
7075,144701,JALANDHAR,,PUNJAB,
7076,144041,JALANDHAR,,PUNJAB,
7077,144624,KAPURTHALA,,PUNJAB,
7078,144040,JALANDHAR,,PUNJAB,
7079,144703,JALANDHAR,,PUNJAB,
7080,144039,JALANDHAR,,PUNJAB,
7081,144806,JALANDHAR,,PUNJAB,
7082,144819,KAPURTHALA,,PUNJAB,
7083,144702,JALANDHAR,,PUNJAB,
7084,144042,JALANDHAR,,PUNJAB,
7085,144620,KAPURTHALA,,PUNJAB,
7086,144625,JALANDHAR,,PUNJAB,
7087,144044,JALANDHAR,,PUNJAB,
7088,144626,KAPURTHALA,,PUNJAB,
7089,144606,KAPURTHALA,,PUNJAB,
7090,144628,KAPURTHALA,,PUNJAB,
7091,144603,KAPURTHALA,,PUNJAB,
7092,144622,KAPURTHALA,,PUNJAB,
7093,144036,JALANDHAR,,PUNJAB,
7094,144034,JALANDHAR,,PUNJAB,
7095,144311,JALANDHAR,,PUNJAB,
7096,144407,KAPURTHALA,,PUNJAB,
7097,144033,JALANDHAR,,PUNJAB,
7098,144403,KAPURTHALA,,PUNJAB,
7099,305005,AJMER,,RAJASTHAN,
7100,305003,AJMER,,RAJASTHAN,
7101,305021,AJMER,,RAJASTHAN,
7102,305022,AJMER,,RAJASTHAN,
7103,305205,AJMER,,RAJASTHAN,
7104,305004,AJMER,,RAJASTHAN,
7105,305206,AJMER,,RAJASTHAN,
7106,305801,AJMER,,RAJASTHAN,
7107,305813,AJMER,,RAJASTHAN,
7108,305812,AJMER,,RAJASTHAN,
7109,305802,AJMER,,RAJASTHAN,
7110,305811,AJMER,,RAJASTHAN,
7111,305814,AJMER,,RAJASTHAN,
7112,305815,AJMER,,RAJASTHAN,
7113,305025,AJMER,,RAJASTHAN,
7114,305816,AJMER,,RAJASTHAN,
7115,305631,AJMER,,RAJASTHAN,
7116,305621,AJMER,,RAJASTHAN,
7117,305926,AJMER,,RAJASTHAN,
7118,305401,AJMER,,RAJASTHAN,
7119,305624,AJMER,,RAJASTHAN,
7120,305625,AJMER,,RAJASTHAN,
7121,305630,AJMER,,RAJASTHAN,
7122,305922,AJMER,,RAJASTHAN,
7123,305922,RAJSAMAND,,RAJASTHAN,
7124,305207,AJMER,,RAJASTHAN,
7125,305623,AJMER,,RAJASTHAN,
7126,305925,AJMER,,RAJASTHAN,
7127,305925,RAJSAMAND,,RAJASTHAN,
7128,305402,AJMER,,RAJASTHAN,
7129,305627,AJMER,,RAJASTHAN,
7130,305601,AJMER,,RAJASTHAN,
7131,305629,AJMER,,RAJASTHAN,
7132,305412,AJMER,,RAJASTHAN,
7133,305406,AJMER,,RAJASTHAN,
7134,305408,AJMER,,RAJASTHAN,
7135,305404,AJMER,,RAJASTHAN,
7136,305628,AJMER,,RAJASTHAN,
7137,305403,AJMER,,RAJASTHAN,
7138,305407,AJMER,,RAJASTHAN,
7139,311301,BHILWARA,,RAJASTHAN,
7140,311302,BHILWARA,,RAJASTHAN,
7141,311302,RAJSAMAND,,RAJASTHAN,
7142,311402,BHILWARA,,RAJASTHAN,
7143,311601,BHILWARA,,RAJASTHAN,
7144,311602,BHILWARA,,RAJASTHAN,
7145,311021,BHILWARA,,RAJASTHAN,
7146,311025,BHILWARA,,RAJASTHAN,
7147,311201,BHILWARA,,RAJASTHAN,
7148,311605,BHILWARA,,RAJASTHAN,
7149,311805,BHILWARA,,RAJASTHAN,
7150,311023,BHILWARA,,RAJASTHAN,
7151,311603,BHILWARA,,RAJASTHAN,
7152,311403,BHILWARA,,RAJASTHAN,
7153,311604,BHILWARA,,RAJASTHAN,
7154,311026,BHILWARA,,RAJASTHAN,
7155,311202,BHILWARA,,RAJASTHAN,
7156,311407,BHILWARA,,RAJASTHAN,
7157,311203,BHILWARA,,RAJASTHAN,
7158,311802,BHILWARA,,RAJASTHAN,
7159,311024,BHILWARA,,RAJASTHAN,
7160,311803,BHILWARA,,RAJASTHAN,
7161,311804,BHILWARA,,RAJASTHAN,
7162,311806,BHILWARA,,RAJASTHAN,
7163,311404,BHILWARA,,RAJASTHAN,
7164,311204,BHILWARA,,RAJASTHAN,
7165,311011,BHILWARA,,RAJASTHAN,
7166,311408,BHILWARA,,RAJASTHAN,
7167,312205,CHITTORGARH,,RAJASTHAN,
7168,312615,PRATAPGARH,,RAJASTHAN,
7169,312403,CHITTORGARH,,RAJASTHAN,
7170,312022,CHITTORGARH,,RAJASTHAN,
7171,312023,CHITTORGARH,,RAJASTHAN,
7172,323304,CHITTORGARH,,RAJASTHAN,
7173,312614,CHITTORGARH,,RAJASTHAN,
7174,312404,CHITTORGARH,,RAJASTHAN,
7175,312402,CHITTORGARH,,RAJASTHAN,
7176,312604,PRATAPGARH,,RAJASTHAN,
7177,312619,PRATAPGARH,,RAJASTHAN,
7178,312616,PRATAPGARH,,RAJASTHAN,
7179,312901,CHITTORGARH,,RAJASTHAN,
7180,312201,CHITTORGARH,,RAJASTHAN,
7181,312202,CHITTORGARH,,RAJASTHAN,
7182,312027,CHITTORGARH,,RAJASTHAN,
7183,312620,CHITTORGARH,,RAJASTHAN,
7184,312603,CHITTORGARH,,RAJASTHAN,
7185,312601,CHITTORGARH,,RAJASTHAN,
7186,312206,CHITTORGARH,,RAJASTHAN,
7187,312605,PRATAPGARH,,RAJASTHAN,
7188,312628,PRATAPGARH,,RAJASTHAN,
7189,312203,CHITTORGARH,,RAJASTHAN,
7190,312623,PRATAPGARH,,RAJASTHAN,
7191,312613,CHITTORGARH,,RAJASTHAN,
7192,312612,CHITTORGARH,,RAJASTHAN,
7193,312207,CHITTORGARH,,RAJASTHAN,
7194,323307,CHITTORGARH,,RAJASTHAN,
7195,312625,PRATAPGARH,,RAJASTHAN,
7196,312624,PRATAPGARH,,RAJASTHAN,
7197,327001,BANSWARA,,RAJASTHAN,
7198,327031,BANSWARA,,RAJASTHAN,
7199,327032,BANSWARA,,RAJASTHAN,
7200,327601,BANSWARA,,RAJASTHAN,
7201,327604,BANSWARA,,RAJASTHAN,
7202,327021,BANSWARA,,RAJASTHAN,
7203,327022,BANSWARA,,RAJASTHAN,
7204,327023,BANSWARA,,RAJASTHAN,
7205,327034,BANSWARA,,RAJASTHAN,
7206,327606,BANSWARA,,RAJASTHAN,
7207,327027,BANSWARA,,RAJASTHAN,
7208,327801,BANSWARA,,RAJASTHAN,
7209,327026,BANSWARA,,RAJASTHAN,
7210,327602,BANSWARA,,RAJASTHAN,
7211,327025,BANSWARA,,RAJASTHAN,
7212,314001,DUNGARPUR,,RAJASTHAN,
7213,314037,DUNGARPUR,,RAJASTHAN,
7214,314021,DUNGARPUR,,RAJASTHAN,
7215,314023,DUNGARPUR,,RAJASTHAN,
7216,314031,DUNGARPUR,,RAJASTHAN,
7217,754030,CUTTACK,,ODISHA,
7218,754109,JAGATSINGHAPUR,,ODISHA,
7219,754107,JAGATSINGHAPUR,,ODISHA,
7220,754102,JAGATSINGHAPUR,,ODISHA,
7221,754108,JAGATSINGHAPUR,,ODISHA,
7222,754110,JAGATSINGHAPUR,,ODISHA,
7223,754153,KENDRAPARA,,ODISHA,
7224,754106,JAGATSINGHAPUR,,ODISHA,
7225,754136,JAGATSINGHAPUR,,ODISHA,
7226,754162,KENDRAPARA,,ODISHA,
7227,754162,JAGATSINGHAPUR,,ODISHA,
7228,754141,KENDRAPARA,,ODISHA,
7229,754119,JAGATSINGHAPUR,,ODISHA,
7230,754104,JAGATSINGHAPUR,,ODISHA,
7231,754113,JAGATSINGHAPUR,,ODISHA,
7232,754132,JAGATSINGHAPUR,,ODISHA,
7233,754160,JAGATSINGHAPUR,,ODISHA,
7234,754140,JAGATSINGHAPUR,,ODISHA,
7235,754138,JAGATSINGHAPUR,,ODISHA,
7236,754134,CUTTACK,,ODISHA,
7237,754134,KENDRAPARA,,ODISHA,
7238,757100,MAYURBHANJ,,ODISHA,
7239,757028,MAYURBHANJ,,ODISHA,
7240,757032,MAYURBHANJ,,ODISHA,
7241,757026,MAYURBHANJ,,ODISHA,
7242,757025,MAYURBHANJ,,ODISHA,
7243,757087,MAYURBHANJ,,ODISHA,
7244,757014,MAYURBHANJ,,ODISHA,
7245,757018,MAYURBHANJ,,ODISHA,
7246,757021,MAYURBHANJ,,ODISHA,
7247,757075,MAYURBHANJ,,ODISHA,
7248,757023,MAYURBHANJ,,ODISHA,
7249,757086,MAYURBHANJ,,ODISHA,
7250,757093,MAYURBHANJ,,ODISHA,
7251,757052,MAYURBHANJ,,ODISHA,
7252,757040,MAYURBHANJ,,ODISHA,
7253,757019,MAYURBHANJ,,ODISHA,
7254,757084,MAYURBHANJ,,ODISHA,
7255,757027,MAYURBHANJ,,ODISHA,
7256,757105,MAYURBHANJ,,ODISHA,
7257,757030,MAYURBHANJ,,ODISHA,
7258,757081,MAYURBHANJ,,ODISHA,
7259,757092,MAYURBHANJ,,ODISHA,
7260,757107,MAYURBHANJ,,ODISHA,
7261,757020,MAYURBHANJ,,ODISHA,
7262,757073,MAYURBHANJ,,ODISHA,
7263,757077,MAYURBHANJ,,ODISHA,
7264,757103,MAYURBHANJ,,ODISHA,
7265,757024,MAYURBHANJ,,ODISHA,
7266,757051,MAYURBHANJ,,ODISHA,
7267,757079,MAYURBHANJ,,ODISHA,
7268,757031,MAYURBHANJ,,ODISHA,
7269,757049,MAYURBHANJ,,ODISHA,
7270,757003,MAYURBHANJ,,ODISHA,
7271,757041,MAYURBHANJ,,ODISHA,
7272,757047,MAYURBHANJ,,ODISHA,
7273,757046,MAYURBHANJ,,ODISHA,
7274,757048,MAYURBHANJ,,ODISHA,
7275,757033,MAYURBHANJ,,ODISHA,
7276,757042,MAYURBHANJ,,ODISHA,
7277,757050,MAYURBHANJ,,ODISHA,
7278,757045,MAYURBHANJ,,ODISHA,
7279,757034,MAYURBHANJ,,ODISHA,
7280,757037,MAYURBHANJ,,ODISHA,
7281,757091,MAYURBHANJ,,ODISHA,
7282,757035,MAYURBHANJ,,ODISHA,
7283,757039,MAYURBHANJ,,ODISHA,
7284,757036,MAYURBHANJ,,ODISHA,
7285,757038,MAYURBHANJ,,ODISHA,
7286,757053,MAYURBHANJ,,ODISHA,
7287,752030,KHORDHA,,ODISHA,
7288,752032,PURI,,ODISHA,
7289,752031,KHORDHA,,ODISHA,
7290,752062,KHORDHA,,ODISHA,
7291,752034,KHORDHA,,ODISHA,
7292,752020,KHORDHA,,ODISHA,
7293,752054,KHORDHA,,ODISHA,
7294,752050,PURI,,ODISHA,
7295,752050,KHORDHA,,ODISHA,
7296,752027,KHORDHA,,ODISHA,
7297,752018,KHORDHA,,ODISHA,
7298,752019,KHORDHA,,ODISHA,
7299,752019,PURI,,ODISHA,
7300,752057,KHORDHA,,ODISHA,
7301,752056,KHORDHA,,ODISHA,
7302,752064,KHORDHA,,ODISHA,
7303,752021,KHORDHA,,ODISHA,
7304,752023,KHORDHA,,ODISHA,
7305,752082,NAYAGARH,,ODISHA,
7306,752089,NAYAGARH,,ODISHA,
7307,752063,NAYAGARH,,ODISHA,
7308,752024,NAYAGARH,,ODISHA,
7309,752084,NAYAGARH,,ODISHA,
7310,752085,NAYAGARH,,ODISHA,
7311,752092,NAYAGARH,,ODISHA,
7312,752025,NAYAGARH,,ODISHA,
7313,752068,NAYAGARH,,ODISHA,
7314,752077,NAYAGARH,,ODISHA,
7315,752090,NAYAGARH,,ODISHA,
7316,752093,NAYAGARH,,ODISHA,
7317,752079,NAYAGARH,,ODISHA,
7318,752070,NAYAGARH,,ODISHA,
7319,752083,NAYAGARH,,ODISHA,
7320,752081,NAYAGARH,,ODISHA,
7321,752026,NAYAGARH,,ODISHA,
7322,752016,PURI,,ODISHA,
7323,752010,PURI,,ODISHA,
7324,752011,PURI,,ODISHA,
7325,752012,PURI,,ODISHA,
7326,752015,PURI,,ODISHA,
7327,752045,PURI,,ODISHA,
7328,752017,PURI,,ODISHA,
7329,752014,PURI,,ODISHA,
7330,752046,PURI,,ODISHA,
7331,767022,BALANGIR,,ODISHA,
7332,767040,PURI,,ODISHA,
7333,767026,BALANGIR,,ODISHA,
7334,767048,BALANGIR,,ODISHA,
7335,767019,SONEPUR,,ODISHA,
7336,767018,SONEPUR,,ODISHA,
7337,767065,BALANGIR,,ODISHA,
7338,767029,BALANGIR,,ODISHA,
7339,767023,SONEPUR,,ODISHA,
7340,767038,BALANGIR,,ODISHA,
7341,767067,BALANGIR,,ODISHA,
7342,767027,BALANGIR,,ODISHA,
7343,767039,BALANGIR,,ODISHA,
7344,767028,BALANGIR,,ODISHA,
7345,767066,BALANGIR,,ODISHA,
7346,767068,SONEPUR,,ODISHA,
7347,767020,BALANGIR,,ODISHA,
7348,767020,SONEPUR,,ODISHA,
7349,767037,BALANGIR,,ODISHA,
7350,767041,BALANGIR,,ODISHA,
7351,767025,BALANGIR,,ODISHA,
7352,767002,BALANGIR,,ODISHA,
7353,767032,BALANGIR,,ODISHA,
7354,767045,SONEPUR,,ODISHA,
7355,767016,SONEPUR,,ODISHA,
7356,767016,BALANGIR,,ODISHA,
7357,767033,BALANGIR,,ODISHA,
7358,767030,BALANGIR,,ODISHA,
7359,767062,SONEPUR,,ODISHA,
7360,759125,ANUGUL,,ODISHA,
7361,759141,ANUGUL,,ODISHA,
7362,759128,ANUGUL,,ODISHA,
7363,759128,DHENKANAL,,ODISHA,
7364,759129,ANUGUL,,ODISHA,
7365,759101,ANUGUL,,ODISHA,
7366,759124,ANUGUL,,ODISHA,
7367,759147,ANUGUL,,ODISHA,
7368,759103,ANUGUL,,ODISHA,
7369,759143,ANUGUL,,ODISHA,
7370,759132,ANUGUL,,ODISHA,
7371,759117,ANUGUL,,ODISHA,
7372,759127,ANUGUL,,ODISHA,
7373,759130,ANUGUL,,ODISHA,
7374,759123,ANUGUL,,ODISHA,
7375,759119,ANUGUL,,ODISHA,
7376,759126,ANUGUL,,ODISHA,
7377,759105,ANUGUL,,ODISHA,
7378,759100,ANUGUL,,ODISHA,
7379,759026,DHENKANAL,,ODISHA,
7380,759039,DHENKANAL,,ODISHA,
7381,759020,DHENKANAL,,ODISHA,
7382,759015,DHENKANAL,,ODISHA,
7383,759017,DHENKANAL,,ODISHA,
7384,759025,DHENKANAL,,ODISHA,
7385,759016,DHENKANAL,,ODISHA,
7386,759027,DHENKANAL,,ODISHA,
7387,759019,DHENKANAL,,ODISHA,
7388,759022,DHENKANAL,,ODISHA,
7389,759018,DHENKANAL,,ODISHA,
7390,759014,DHENKANAL,,ODISHA,
7391,759023,DHENKANAL,,ODISHA,
7392,759024,DHENKANAL,,ODISHA,
7393,759121,DHENKANAL,,ODISHA,
7394,759120,DHENKANAL,,ODISHA,
7395,759029,DHENKANAL,,ODISHA,
7396,758021,KENDUJHAR,,ODISHA,
7397,758038,KENDUJHAR,,ODISHA,
7398,758035,KENDUJHAR,,ODISHA,
7399,758041,KENDUJHAR,,ODISHA,
7400,758029,KENDUJHAR,,ODISHA,
7401,758015,KENDUJHAR,,ODISHA,
7402,758027,KENDUJHAR,,ODISHA,
7403,758023,KENDUJHAR,,ODISHA,
7404,758028,KENDUJHAR,,ODISHA,
7405,758083,KENDUJHAR,,ODISHA,
7406,758084,KENDUJHAR,,ODISHA,
7407,758079,KENDUJHAR,,ODISHA,
7408,758031,KENDUJHAR,,ODISHA,
7409,758034,KENDUJHAR,,ODISHA,
7410,758044,KENDUJHAR,,ODISHA,
7411,758002,KENDUJHAR,,ODISHA,
7412,758025,KENDUJHAR,,ODISHA,
7413,758081,KENDUJHAR,,ODISHA,
7414,758014,KENDUJHAR,,ODISHA,
7415,758017,KENDUJHAR,,ODISHA,
7416,758047,KENDUJHAR,,ODISHA,
7417,758016,KENDUJHAR,,ODISHA,
7418,758043,KENDUJHAR,,ODISHA,
7419,758020,KENDUJHAR,,ODISHA,
7420,758076,KENDUJHAR,,ODISHA,
7421,758018,KENDUJHAR,,ODISHA,
7422,758030,KENDUJHAR,,ODISHA,
7423,758019,KENDUJHAR,,ODISHA,
7424,758046,KENDUJHAR,,ODISHA,
7425,758032,KENDUJHAR,,ODISHA,
7426,758085,KENDUJHAR,,ODISHA,
7427,758086,KENDUJHAR,,ODISHA,
7428,758087,KENDUJHAR,,ODISHA,
7429,768027,BARGARH,,ODISHA,
7430,768038,BARGARH,,ODISHA,
7431,768029,BARGARH,,ODISHA,
7432,768030,BARGARH,,ODISHA,
7433,768104,BARGARH,,ODISHA,
7434,768045,BARGARH,,ODISHA,
7435,768032,BARGARH,,ODISHA,
7436,768037,BARGARH,,ODISHA,
7437,768034,BARGARH,,ODISHA,
7438,768049,BARGARH,,ODISHA,
7439,768042,BARGARH,,ODISHA,
7440,768035,BARGARH,,ODISHA,
7441,768039,BARGARH,,ODISHA,
7442,768036,BARGARH,,ODISHA,
7443,768103,BARGARH,,ODISHA,
7444,768033,BARGARH,,ODISHA,
7445,768040,BARGARH,,ODISHA,
7446,768220,JHARSUGUDA,,ODISHA,
7447,768221,JHARSUGUDA,,ODISHA,
7448,768221,SAMBALPUR,,ODISHA,
7449,768217,JHARSUGUDA,,ODISHA,
7450,768224,SAMBALPUR,,ODISHA,
7451,768234,JHARSUGUDA,,ODISHA,
7452,768202,JHARSUGUDA,,ODISHA,
7453,768228,SAMBALPUR,,ODISHA,
7454,768228,SUNDARGARH,,ODISHA,
7455,768213,JHARSUGUDA,,ODISHA,
7456,768222,SAMBALPUR,,ODISHA,
7457,768227,JHARSUGUDA,,ODISHA,
7458,768227,SAMBALPUR,,ODISHA,
7459,768214,JHARSUGUDA,,ODISHA,
7460,768215,JHARSUGUDA,,ODISHA,
7461,768219,JHARSUGUDA,,ODISHA,
7462,768226,JHARSUGUDA,,ODISHA,
7463,768212,SAMBALPUR,,ODISHA,
7464,768110,DEOGARH,,ODISHA,
7465,768108,DEOGARH,,ODISHA,
7466,768113,SAMBALPUR,,ODISHA,
7467,768111,BARGARH,,ODISHA,
7468,768112,SAMBALPUR,,ODISHA,
7469,768107,SAMBALPUR,,ODISHA,
7470,768107,DEOGARH,,ODISHA,
7471,768105,SAMBALPUR,,ODISHA,
7472,768102,BARGARH,,ODISHA,
7473,768119,DEOGARH,,ODISHA,
7474,768106,SAMBALPUR,,ODISHA,
7475,768109,DEOGARH,,ODISHA,
7476,768200,SAMBALPUR,,ODISHA,
7477,770036,SUNDARGARH,,ODISHA,
7478,769043,SUNDARGARH,,ODISHA,
7479,769042,SUNDARGARH,,ODISHA,
7480,770015,SUNDARGARH,,ODISHA,
7481,770016,SUNDARGARH,,ODISHA,
7482,770076,SUNDARGARH,,ODISHA,
7483,770022,SUNDARGARH,,ODISHA,
7484,770024,SUNDARGARH,,ODISHA,
7485,770013,SUNDARGARH,,ODISHA,
7486,770073,SUNDARGARH,,ODISHA,
7487,770019,SUNDARGARH,,ODISHA,
7488,770018,SUNDARGARH,,ODISHA,
7489,770023,SUNDARGARH,,ODISHA,
7490,770012,SUNDARGARH,,ODISHA,
7491,770017,SUNDARGARH,,ODISHA,
7492,770020,SUNDARGARH,,ODISHA,
7493,770021,SUNDARGARH,,ODISHA,
7494,770014,SUNDARGARH,,ODISHA,
7495,770074,SUNDARGARH,,ODISHA,
7496,770011,SUNDARGARH,,ODISHA,
7497,770041,SUNDARGARH,,ODISHA,
7498,770033,SUNDARGARH,,ODISHA,
7499,770038,SUNDARGARH,,ODISHA,
7500,770043,SUNDARGARH,,ODISHA,
7501,770031,SUNDARGARH,,ODISHA,
7502,770034,SUNDARGARH,,ODISHA,
7503,770051,SUNDARGARH,,ODISHA,
7504,770044,SUNDARGARH,,ODISHA,
7505,770039,SUNDARGARH,,ODISHA,
7506,770040,SUNDARGARH,,ODISHA,
7507,770037,SUNDARGARH,,ODISHA,
7508,770035,SUNDARGARH,,ODISHA,
7509,769004,SUNDARGARH,,ODISHA,
7510,761151,KANDHAMAL,,ODISHA,
7511,761151,GANJAM,,ODISHA,
7512,761109,GANJAM,,ODISHA,
7513,754295,CUTTACK,,ODISHA,
7514,761116,GANJAM,,ODISHA,
7515,761146,GANJAM,,ODISHA,
7516,761107,GANJAM,,ODISHA,
7517,761104,GANJAM,,ODISHA,
7518,761144,GANJAM,,ODISHA,
7519,761114,GANJAM,,ODISHA,
7520,761111,GANJAM,,ODISHA,
7521,761013,GANJAM,,ODISHA,
7522,761103,GANJAM,,ODISHA,
7523,761106,GANJAM,,ODISHA,
7524,761108,GANJAM,,ODISHA,
7525,761125,GANJAM,,ODISHA,
7526,761117,GANJAM,,ODISHA,
7527,761119,GANJAM,,ODISHA,
7528,761118,GANJAM,,ODISHA,
7529,761141,GANJAM,,ODISHA,
7530,761123,GANJAM,,ODISHA,
7531,761124,GANJAM,,ODISHA,
7532,761121,GANJAM,,ODISHA,
7533,761131,GANJAM,,ODISHA,
7534,761132,GANJAM,,ODISHA,
7535,761122,GANJAM,,ODISHA,
7536,761054,GANJAM,,ODISHA,
7537,760002,GANJAM,,ODISHA,
7538,760007,GANJAM,,ODISHA,
7539,761055,GANJAM,,ODISHA,
7540,761010,GANJAM,,ODISHA,
7541,761009,GANJAM,,ODISHA,
7542,761008,GANJAM,,ODISHA,
7543,761002,GANJAM,,ODISHA,
7544,760003,GANJAM,,ODISHA,
7545,761005,GANJAM,,ODISHA,
7546,761006,GANJAM,,ODISHA,
7547,761209,GANJAM,,ODISHA,
7548,761001,GANJAM,,ODISHA,
7549,761011,GANJAM,,ODISHA,
7550,761007,GANJAM,,ODISHA,
7551,761004,GANJAM,,ODISHA,
7552,761014,GANJAM,,ODISHA,
7553,761037,GANJAM,,ODISHA,
7554,761026,GANJAM,,ODISHA,
7555,761041,GANJAM,,ODISHA,
7556,761031,GANJAM,,ODISHA,
7557,761003,GANJAM,,ODISHA,
7558,761029,GANJAM,,ODISHA,
7559,761030,GANJAM,,ODISHA,
7560,761032,GANJAM,,ODISHA,
7561,761045,GANJAM,,ODISHA,
7562,761043,GANJAM,,ODISHA,
7563,761105,GANJAM,,ODISHA,
7564,761019,GANJAM,,ODISHA,
7565,761018,GANJAM,,ODISHA,
7566,761028,GANJAM,,ODISHA,
7567,761217,GAJAPATI,,ODISHA,
7568,761215,GAJAPATI,,ODISHA,
7569,761210,GAJAPATI,,ODISHA,
7570,761206,GAJAPATI,,ODISHA,
7571,761015,GAJAPATI,,ODISHA,
7572,761212,GAJAPATI,,ODISHA,
7573,761016,GAJAPATI,,ODISHA,
7574,761201,GAJAPATI,,ODISHA,
7575,761211,GAJAPATI,,ODISHA,
7576,766002,KALAHANDI,,ODISHA,
7577,766020,KALAHANDI,,ODISHA,
7578,766111,NUAPADA,,ODISHA,
7579,766036,KALAHANDI,,ODISHA,
7580,766017,KALAHANDI,,ODISHA,
7581,766015,KALAHANDI,,ODISHA,
7582,766118,NUAPADA,,ODISHA,
7583,766016,KALAHANDI,,ODISHA,
7584,766018,KALAHANDI,,ODISHA,
7585,766014,KALAHANDI,,ODISHA,
7586,766013,KALAHANDI,,ODISHA,
7587,766012,KALAHANDI,,ODISHA,
7588,766104,NUAPADA,,ODISHA,
7589,766107,NUAPADA,,ODISHA,
7590,766019,KALAHANDI,,ODISHA,
7591,766106,NUAPADA,,ODISHA,
7592,766027,KALAHANDI,,ODISHA,
7593,766102,KALAHANDI,,ODISHA,
7594,766023,KALAHANDI,,ODISHA,
7595,766026,KALAHANDI,,ODISHA,
7596,766110,KALAHANDI,,ODISHA,
7597,766100,KALAHANDI,,ODISHA,
7598,766105,NUAPADA,,ODISHA,
7599,766103,KALAHANDI,,ODISHA,
7600,766101,KALAHANDI,,ODISHA,
7601,766108,NUAPADA,,ODISHA,
7602,766029,KALAHANDI,,ODISHA,
7603,766037,KALAHANDI,,ODISHA,
7604,766011,KALAHANDI,,ODISHA,
7605,766003,KALAHANDI,,ODISHA,
7606,764046,MALKANGIRI,,ODISHA,
7607,764088,NABARANGPUR,,ODISHA,
7608,764049,NABARANGPUR,,ODISHA,
7609,764051,MALKANGIRI,,ODISHA,
7610,764043,KORAPUT,,ODISHA,
7611,764077,NABARANGPUR,,ODISHA,
7612,764052,MALKANGIRI,,ODISHA,
7613,764072,NABARANGPUR,,ODISHA,
7614,764078,NABARANGPUR,,ODISHA,
7615,764005,KORAPUT,,ODISHA,
7616,764002,KORAPUT,,ODISHA,
7617,764076,NABARANGPUR,,ODISHA,
7618,764041,KORAPUT,,ODISHA,
7619,764047,MALKANGIRI,,ODISHA,
7620,764075,NABARANGPUR,,ODISHA,
7621,764058,KORAPUT,,ODISHA,
7622,764087,MALKANGIRI,,ODISHA,
7623,764040,KORAPUT,,ODISHA,
7624,764045,MALKANGIRI,,ODISHA,
7625,764044,MALKANGIRI,,ODISHA,
7626,764063,NABARANGPUR,,ODISHA,
7627,764059,NABARANGPUR,,ODISHA,
7628,764071,NABARANGPUR,,ODISHA,
7629,764003,KORAPUT,,ODISHA,
7630,764074,NABARANGPUR,,ODISHA,
7631,764086,MALKANGIRI,,ODISHA,
7632,764073,NABARANGPUR,,ODISHA,
7633,764055,KORAPUT,,ODISHA,
7634,764027,KORAPUT,,ODISHA,
7635,764057,KORAPUT,,ODISHA,
7636,764056,KORAPUT,,ODISHA,
7637,765013,KORAPUT,,ODISHA,
7638,764037,KORAPUT,,ODISHA,
7639,764021,KORAPUT,,ODISHA,
7640,764039,KORAPUT,,ODISHA,
7641,764036,KORAPUT,,ODISHA,
7642,765021,RAYAGADA,,ODISHA,
7643,765019,RAYAGADA,,ODISHA,
7644,765033,RAYAGADA,,ODISHA,
7645,765026,RAYAGADA,,ODISHA,
7646,765022,RAYAGADA,,ODISHA,
7647,765017,RAYAGADA,,ODISHA,
7648,765016,RAYAGADA,,ODISHA,
7649,765015,RAYAGADA,,ODISHA,
7650,765023,RAYAGADA,,ODISHA,
7651,765020,RAYAGADA,,ODISHA,
7652,765025,RAYAGADA,,ODISHA,
7653,765029,RAYAGADA,,ODISHA,
7654,765002,RAYAGADA,,ODISHA,
7655,765018,RAYAGADA,,ODISHA,
7656,762030,BOUDH,,ODISHA,
7657,762103,KANDHAMAL,,ODISHA,
7658,762024,BOUDH,,ODISHA,
