id,pincode,district,district_id,statename,state_id
6470,754218,KENDRAPARA,,ODISHA,
6471,754222,KENDRAPARA,,ODISHA,
6472,754210,KENDRAPARA,,ODISHA,
6473,754289,KENDRAPARA,,ODISHA,
6474,754214,KENDRAPARA,,ODISHA,
6475,754248,KENDRAPARA,,ODISHA,
6476,754244,KENDRAPARA,,ODISHA,
6477,754223,KENDRAPARA,,ODISHA,
6478,754246,KENDRAPARA,,ODISHA,
6479,754224,KENDRAPARA,,ODISHA,
6480,754213,KENDRAPARA,,ODISHA,
6481,754227,KENDRAPARA,,ODISHA,
6482,754215,KENDRAPARA,,ODISHA,
6483,754220,KENDRAPARA,,ODISHA,
6484,754225,KENDRAPARA,,ODISHA,
6485,754212,KENDRAPARA,,ODISHA,
6486,754250,KENDRAPARA,,ODISHA,
6487,754297,CUTTACK,,ODISHA,
6488,754200,CUTTACK,,ODISHA,
6489,754031,CUTTACK,,ODISHA,
6490,754034,CUTTACK,,ODISHA,
6491,754082,JAJAPUR,,ODISHA,
6492,754028,CUTTACK,,ODISHA,
6493,754024,JAJAPUR,,ODISHA,
6494,754037,CUTTACK,,ODISHA,
6495,754022,CUTTACK,,ODISHA,
6496,754290,CUTTACK,,ODISHA,
6497,754032,CUTTACK,,ODISHA,
6498,754201,CUTTACK,,ODISHA,
6499,414002,AHMEDNAGAR,,MAHARASHTRA,
6500,414005,AHMEDNAGAR,,MAHARASHTRA,
6501,414305,AHMEDNAGAR,,MAHARASHTRA,
6502,413702,AHMEDNAGAR,,MAHARASHTRA,
6503,414503,AHMEDNAGAR,,MAHARASHTRA,
6504,414606,AHMEDNAGAR,,MAHARASHTRA,
6505,414201,AHMEDNAGAR,,MAHARASHTRA,
6506,414607,AHMEDNAGAR,,MAHARASHTRA,
6507,414103,AHMEDNAGAR,,MAHARASHTRA,
6508,413201,AHMEDNAGAR,,MAHARASHTRA,
6509,414303,AHMEDNAGAR,,MAHARASHTRA,
6510,414402,AHMEDNAGAR,,MAHARASHTRA,
6511,414701,AHMEDNAGAR,,MAHARASHTRA,
6512,413204,AHMEDNAGAR,,MAHARASHTRA,
6513,414113,AHMEDNAGAR,,MAHARASHTRA,
6514,413728,AHMEDNAGAR,,MAHARASHTRA,
6515,413701,AHMEDNAGAR,,MAHARASHTRA,
6516,414111,AHMEDNAGAR,,MAHARASHTRA,
6517,414401,AHMEDNAGAR,,MAHARASHTRA,
6518,414501,AHMEDNAGAR,,MAHARASHTRA,
6519,413205,AHMEDNAGAR,,MAHARASHTRA,
6520,414306,AHMEDNAGAR,,MAHARASHTRA,
6521,414302,AHMEDNAGAR,,MAHARASHTRA,
6522,414102,AHMEDNAGAR,,MAHARASHTRA,
6523,414403,AHMEDNAGAR,,MAHARASHTRA,
6524,414502,AHMEDNAGAR,,MAHARASHTRA,
6525,413726,AHMEDNAGAR,,MAHARASHTRA,
6526,414105,AHMEDNAGAR,,MAHARASHTRA,
6527,414304,AHMEDNAGAR,,MAHARASHTRA,
6528,414106,AHMEDNAGAR,,MAHARASHTRA,
6529,414602,AHMEDNAGAR,,MAHARASHTRA,
6530,414006,AHMEDNAGAR,,MAHARASHTRA,
6531,413704,AHMEDNAGAR,,MAHARASHTRA,
6532,413703,AHMEDNAGAR,,MAHARASHTRA,
6533,414505,AHMEDNAGAR,,MAHARASHTRA,
6534,413304,SOLAPUR,,MAHARASHTRA,
6535,413322,SOLAPUR,,MAHARASHTRA,
6536,413309,SOLAPUR,,MAHARASHTRA,
6537,413302,SOLAPUR,,MAHARASHTRA,
6538,413203,SOLAPUR,,MAHARASHTRA,
6539,413206,SOLAPUR,,MAHARASHTRA,
6540,413317,SOLAPUR,,MAHARASHTRA,
6541,413208,SOLAPUR,,MAHARASHTRA,
6542,413209,SOLAPUR,,MAHARASHTRA,
6543,413306,SOLAPUR,,MAHARASHTRA,
6544,413108,SOLAPUR,,MAHARASHTRA,
6545,413107,SOLAPUR,,MAHARASHTRA,
6546,413305,SOLAPUR,,MAHARASHTRA,
6547,413319,SOLAPUR,,MAHARASHTRA,
6548,413109,SOLAPUR,,MAHARASHTRA,
6549,413310,SOLAPUR,,MAHARASHTRA,
6550,413210,SOLAPUR,,MAHARASHTRA,
6551,413252,SOLAPUR,,MAHARASHTRA,
6552,413111,SOLAPUR,,MAHARASHTRA,
6553,413307,SOLAPUR,,MAHARASHTRA,
6554,413112,SOLAPUR,,MAHARASHTRA,
6555,413211,SOLAPUR,,MAHARASHTRA,
6556,413211,PUNE,,MAHARASHTRA,
6557,413113,SOLAPUR,,MAHARASHTRA,
6558,411057,PUNE,,MAHARASHTRA,
6559,411036,PUNE,,MAHARASHTRA,
6560,411017,PUNE,,MAHARASHTRA,
6561,412411,PUNE,,MAHARASHTRA,
6562,412105,PUNE,,MAHARASHTRA,
6563,412401,PUNE,,MAHARASHTRA,
6564,412406,PUNE,,MAHARASHTRA,
6565,413102,PUNE,,MAHARASHTRA,
6566,413103,PUNE,,MAHARASHTRA,
6567,413104,PUNE,,MAHARASHTRA,
6568,412206,PUNE,,MAHARASHTRA,
6569,410501,PUNE,,MAHARASHTRA,
6570,413801,PUNE,,MAHARASHTRA,
6571,410509,PUNE,,MAHARASHTRA,
6572,412408,PUNE,,MAHARASHTRA,
6573,412303,PUNE,,MAHARASHTRA,
6574,410502,PUNE,,MAHARASHTRA,
6575,412404,PUNE,,MAHARASHTRA,
6576,410405,PUNE,,MAHARASHTRA,
6577,412203,PUNE,,MAHARASHTRA,
6578,412205,PUNE,,MAHARASHTRA,
6579,412216,PUNE,,MAHARASHTRA,
6580,410401,PUNE,,MAHARASHTRA,
6581,412201,PUNE,,MAHARASHTRA,
6582,412219,PUNE,,MAHARASHTRA,
6583,413115,PUNE,,MAHARASHTRA,
6584,412218,PUNE,,MAHARASHTRA,
6585,410503,PUNE,,MAHARASHTRA,
6586,410504,PUNE,,MAHARASHTRA,
6587,412213,PUNE,,MAHARASHTRA,
6588,412211,PUNE,,MAHARASHTRA,
6589,413120,PUNE,,MAHARASHTRA,
6590,412409,PUNE,,MAHARASHTRA,
6591,413132,PUNE,,MAHARASHTRA,
6592,413110,PUNE,,MAHARASHTRA,
6593,412107,PUNE,,MAHARASHTRA,
6594,412311,PUNE,,MAHARASHTRA,
6595,412108,PUNE,,MAHARASHTRA,
6596,410512,PUNE,,MAHARASHTRA,
6597,412412,PUNE,,MAHARASHTRA,
6598,412115,PUNE,,MAHARASHTRA,
6599,412104,PUNE,,MAHARASHTRA,
6600,410505,PUNE,,MAHARASHTRA,
6601,412209,PUNE,,MAHARASHTRA,
6602,412301,PUNE,,MAHARASHTRA,
6603,412210,PUNE,,MAHARASHTRA,
6604,412204,PUNE,,MAHARASHTRA,
6605,412208,PUNE,,MAHARASHTRA,
6606,412110,PUNE,,MAHARASHTRA,
6607,412202,PUNE,,MAHARASHTRA,
6608,412402,PUNE,,MAHARASHTRA,
6609,412106,PUNE,,MAHARASHTRA,
6610,412207,PUNE,,MAHARASHTRA,
6611,412305,PUNE,,MAHARASHTRA,
6612,412214,PUNE,,MAHARASHTRA,
6613,415510,SATARA,,MAHARASHTRA,
6614,415209,SATARA,,MAHARASHTRA,
6615,415520,SATARA,,MAHARASHTRA,
6616,415508,SATARA,,MAHARASHTRA,
6617,415211,SATARA,,MAHARASHTRA,
6618,415112,SATARA,,MAHARASHTRA,
6619,415540,SATARA,,MAHARASHTRA,
6620,415103,SATARA,,MAHARASHTRA,
6621,415207,SATARA,,MAHARASHTRA,
6622,415539,SATARA,,MAHARASHTRA,
6623,415205,SATARA,,MAHARASHTRA,
6624,415106,SATARA,,MAHARASHTRA,
6625,415102,SATARA,,MAHARASHTRA,
6626,415538,SATARA,,MAHARASHTRA,
6627,415509,SATARA,,MAHARASHTRA,
6628,415105,SATARA,,MAHARASHTRA,
6629,415111,SATARA,,MAHARASHTRA,
6630,415206,SATARA,,MAHARASHTRA,
6631,415512,SATARA,,MAHARASHTRA,
6632,415114,SATARA,,MAHARASHTRA,
6633,415014,SATARA,,MAHARASHTRA,
6634,415109,SATARA,,MAHARASHTRA,
6635,415506,SATARA,,MAHARASHTRA,
6636,415124,SATARA,,MAHARASHTRA,
6637,415122,SATARA,,MAHARASHTRA,
6638,415115,SATARA,,MAHARASHTRA,
6639,415537,SATARA,,MAHARASHTRA,
6640,415020,SATARA,,MAHARASHTRA,
6641,415518,SATARA,,MAHARASHTRA,
6642,415515,SATARA,,MAHARASHTRA,
6643,415503,SATARA,,MAHARASHTRA,
6644,415536,SATARA,,MAHARASHTRA,
6645,412802,SATARA,,MAHARASHTRA,
6646,415505,SATARA,,MAHARASHTRA,
6647,415021,SATARA,,MAHARASHTRA,
6648,415501,SATARA,,MAHARASHTRA,
6649,415514,SATARA,,MAHARASHTRA,
6650,415527,SATARA,,MAHARASHTRA,
6651,415521,SATARA,,MAHARASHTRA,
6652,412806,SATARA,,MAHARASHTRA,
6653,415012,SATARA,,MAHARASHTRA,
6654,415004,SATARA,,MAHARASHTRA,
6655,415513,SATARA,,MAHARASHTRA,
6656,412805,SATARA,,MAHARASHTRA,
6657,415013,SATARA,,MAHARASHTRA,
6658,415523,SATARA,,MAHARASHTRA,
6659,415525,SATARA,,MAHARASHTRA,
6660,415511,SATARA,,MAHARASHTRA,
6661,415002,SATARA,,MAHARASHTRA,
6662,415010,SATARA,,MAHARASHTRA,
6663,412801,SATARA,,MAHARASHTRA,
6664,415528,SATARA,,MAHARASHTRA,
6665,415011,SATARA,,MAHARASHTRA,
6666,415526,SATARA,,MAHARASHTRA,
6667,415116,SATARA,,MAHARASHTRA,
6668,415524,SATARA,,MAHARASHTRA,
6669,415022,SATARA,,MAHARASHTRA,
6670,412803,SATARA,,MAHARASHTRA,
6671,422601,AHMEDNAGAR,,MAHARASHTRA,
6672,413714,AHMEDNAGAR,,MAHARASHTRA,
6673,413738,AHMEDNAGAR,,MAHARASHTRA,
6674,413737,AHMEDNAGAR,,MAHARASHTRA,
6675,413715,AHMEDNAGAR,,MAHARASHTRA,
6676,414609,AHMEDNAGAR,,MAHARASHTRA,
6677,422602,AHMEDNAGAR,,MAHARASHTRA,
6678,413717,AHMEDNAGAR,,MAHARASHTRA,
6679,413710,AHMEDNAGAR,,MAHARASHTRA,
6680,423605,AHMEDNAGAR,,MAHARASHTRA,
6681,422610,AHMEDNAGAR,,MAHARASHTRA,
6682,414604,AHMEDNAGAR,,MAHARASHTRA,
6683,413736,AHMEDNAGAR,,MAHARASHTRA,
6684,414603,AHMEDNAGAR,,MAHARASHTRA,
6685,413721,AHMEDNAGAR,,MAHARASHTRA,
6686,413712,AHMEDNAGAR,,MAHARASHTRA,
6687,423107,AHMEDNAGAR,,MAHARASHTRA,
6688,413706,AHMEDNAGAR,,MAHARASHTRA,
6689,413705,AHMEDNAGAR,,MAHARASHTRA,
6690,422604,AHMEDNAGAR,,MAHARASHTRA,
6691,413708,AHMEDNAGAR,,MAHARASHTRA,
6692,422622,AHMEDNAGAR,,MAHARASHTRA,
6693,422605,AHMEDNAGAR,,MAHARASHTRA,
6694,423603,AHMEDNAGAR,,MAHARASHTRA,
6695,423109,AHMEDNAGAR,,MAHARASHTRA,
6696,413711,AHMEDNAGAR,,MAHARASHTRA,
6697,413725,AHMEDNAGAR,,MAHARASHTRA,
6698,413720,AHMEDNAGAR,,MAHARASHTRA,
6699,413739,AHMEDNAGAR,,MAHARASHTRA,
6700,413409,SOLAPUR,,MAHARASHTRA,
6701,413214,SOLAPUR,,MAHARASHTRA,
6702,413401,SOLAPUR,,MAHARASHTRA,
6703,413220,SOLAPUR,,MAHARASHTRA,
6704,413406,SOLAPUR,,MAHARASHTRA,
6705,413253,SOLAPUR,,MAHARASHTRA,
6706,413219,SOLAPUR,,MAHARASHTRA,
6707,413221,SOLAPUR,,MAHARASHTRA,
6708,413410,SOLAPUR,,MAHARASHTRA,
6709,413006,SOLAPUR,,MAHARASHTRA,
6710,413213,SOLAPUR,,MAHARASHTRA,
6711,413227,SOLAPUR,,MAHARASHTRA,
6712,413222,SOLAPUR,,MAHARASHTRA,
6713,413404,SOLAPUR,,MAHARASHTRA,
6714,413248,SOLAPUR,,MAHARASHTRA,
6715,413324,SOLAPUR,,MAHARASHTRA,
6716,413224,SOLAPUR,,MAHARASHTRA,
6717,413002,SOLAPUR,,MAHARASHTRA,
6718,413008,SOLAPUR,,MAHARASHTRA,
6719,413402,SOLAPUR,,MAHARASHTRA,
6720,413228,SOLAPUR,,MAHARASHTRA,
6721,413218,SOLAPUR,,MAHARASHTRA,
6722,431151,AURANGABAD,,MAHARASHTRA,
6723,431002,AURANGABAD,,MAHARASHTRA,
6724,431134,AURANGABAD,,MAHARASHTRA,
6725,431136,AURANGABAD,,MAHARASHTRA,
6726,431105,AURANGABAD,,MAHARASHTRA,
6727,431154,AURANGABAD,,MAHARASHTRA,
6728,431137,AURANGABAD,,MAHARASHTRA,
6729,431007,AURANGABAD,,MAHARASHTRA,
6730,431115,AURANGABAD,,MAHARASHTRA,
6731,431102,AURANGABAD,,MAHARASHTRA,
6732,431008,AURANGABAD,,MAHARASHTRA,
6733,431103,AURANGABAD,,MAHARASHTRA,
6734,431101,AURANGABAD,,MAHARASHTRA,
6735,431152,AURANGABAD,,MAHARASHTRA,
6736,423702,AURANGABAD,,MAHARASHTRA,
6737,431121,AURANGABAD,,MAHARASHTRA,
6738,431121,JALNA,,MAHARASHTRA,
6739,431215,JALNA,,MAHARASHTRA,
6740,431107,AURANGABAD,,MAHARASHTRA,
6741,431148,AURANGABAD,,MAHARASHTRA,
6742,423703,AURANGABAD,,MAHARASHTRA,
6743,431111,AURANGABAD,,MAHARASHTRA,
6744,431104,AURANGABAD,,MAHARASHTRA,
6745,431110,AURANGABAD,,MAHARASHTRA,
6746,431116,AURANGABAD,,MAHARASHTRA,
6747,423701,AURANGABAD,,MAHARASHTRA,
6748,431133,AURANGABAD,,MAHARASHTRA,
6749,431204,JALNA,,MAHARASHTRA,
6750,431212,JALNA,,MAHARASHTRA,
6751,431202,JALNA,,MAHARASHTRA,
6752,431113,AURANGABAD,,MAHARASHTRA,
6753,431114,JALNA,,MAHARASHTRA,
6754,431213,JALNA,,MAHARASHTRA,
6755,431118,AURANGABAD,,MAHARASHTRA,
6756,431112,JALNA,,MAHARASHTRA,
6757,431112,AURANGABAD,,MAHARASHTRA,
6758,431135,AURANGABAD,,MAHARASHTRA,
6759,431208,JALNA,,MAHARASHTRA,
6760,431205,JALNA,,MAHARASHTRA,
6761,431214,JALNA,,MAHARASHTRA,
6762,413207,BEED,,MAHARASHTRA,
6763,431517,BEED,,MAHARASHTRA,
6764,414203,BEED,,MAHARASHTRA,
6765,431518,BEED,,MAHARASHTRA,
6766,431153,BEED,,MAHARASHTRA,
6767,431126,BEED,,MAHARASHTRA,
6768,431128,BEED,,MAHARASHTRA,
6769,431519,BEED,,MAHARASHTRA,
6770,431143,BEED,,MAHARASHTRA,
6771,414202,BEED,,MAHARASHTRA,
6772,431123,BEED,,MAHARASHTRA,
6773,431142,BEED,,MAHARASHTRA,
6774,431124,BEED,,MAHARASHTRA,
6775,431131,BEED,,MAHARASHTRA,
6776,431125,BEED,,MAHARASHTRA,
6777,431515,BEED,,MAHARASHTRA,
6778,414204,BEED,,MAHARASHTRA,
6779,413229,BEED,,MAHARASHTRA,
6780,414205,BEED,,MAHARASHTRA,
6781,413249,BEED,,MAHARASHTRA,
6782,431129,BEED,,MAHARASHTRA,
6783,431130,BEED,,MAHARASHTRA,
6784,431530,BEED,,MAHARASHTRA,
6785,431144,BEED,,MAHARASHTRA,
6786,425303,JALGAON,,MAHARASHTRA,
6787,425304,JALGAON,,MAHARASHTRA,
6788,425203,JALGAON,,MAHARASHTRA,
6789,425310,JALGAON,,MAHARASHTRA,
6790,425507,JALGAON,,MAHARASHTRA,
6791,425504,JALGAON,,MAHARASHTRA,
6792,425311,JALGAON,,MAHARASHTRA,
6793,425306,JALGAON,,MAHARASHTRA,
6794,425508,JALGAON,,MAHARASHTRA,
6795,425302,JALGAON,,MAHARASHTRA,
6796,425502,JALGAON,,MAHARASHTRA,
6797,425305,JALGAON,,MAHARASHTRA,
6798,425301,JALGAON,,MAHARASHTRA,
6799,425108,JALGAON,,MAHARASHTRA,
6800,425114,JALGAON,,MAHARASHTRA,
6801,425107,JALGAON,,MAHARASHTRA,
6802,424208,JALGAON,,MAHARASHTRA,
6803,424206,JALGAON,,MAHARASHTRA,
6804,424204,JALGAON,,MAHARASHTRA,
6805,425403,DHULE,,MAHARASHTRA,
6806,425442,NANDURBAR,,MAHARASHTRA,
6807,425428,DHULE,,MAHARASHTRA,
6808,425407,DHULE,,MAHARASHTRA,
6809,425414,NANDURBAR,,MAHARASHTRA,
6810,424002,DHULE,,MAHARASHTRA,
6811,424006,DHULE,,MAHARASHTRA,
6812,425408,DHULE,,MAHARASHTRA,
6813,424307,DHULE,,MAHARASHTRA,
6814,424310,DHULE,,MAHARASHTRA,
6815,424119,JALGAON,,MAHARASHTRA,
6816,425416,NANDURBAR,,MAHARASHTRA,
6817,425419,NANDURBAR,,MAHARASHTRA,
6818,425432,NANDURBAR,,MAHARASHTRA,
6819,425452,NANDURBAR,,MAHARASHTRA,
6820,425412,NANDURBAR,,MAHARASHTRA,
6821,424318,DHULE,,MAHARASHTRA,
6822,425418,NANDURBAR,,MAHARASHTRA,
6823,424303,DHULE,,MAHARASHTRA,
6824,424305,DHULE,,MAHARASHTRA,
6825,424306,DHULE,,MAHARASHTRA,
6826,425422,NANDURBAR,,MAHARASHTRA,
6827,424304,DHULE,,MAHARASHTRA,
6828,425410,NANDURBAR,,MAHARASHTRA,
6829,425409,NANDURBAR,,MAHARASHTRA,
6830,425406,DHULE,,MAHARASHTRA,
6831,425405,DHULE,,MAHARASHTRA,
6832,424308,DHULE,,MAHARASHTRA,
6833,424309,DHULE,,MAHARASHTRA,
6834,425413,NANDURBAR,,MAHARASHTRA,
6835,425421,DHULE,,MAHARASHTRA,
6836,425423,NANDURBAR,,MAHARASHTRA,
6837,425427,DHULE,,MAHARASHTRA,
6838,425113,JALGAON,,MAHARASHTRA,
6839,424105,JALGAON,,MAHARASHTRA,
6840,425109,JALGAON,,MAHARASHTRA,
6841,424108,JALGAON,,MAHARASHTRA,
6842,424103,JALGAON,,MAHARASHTRA,
6843,425103,JALGAON,,MAHARASHTRA,
6844,424107,JALGAON,,MAHARASHTRA,
6845,424106,JALGAON,,MAHARASHTRA,
6846,424104,JALGAON,,MAHARASHTRA,
6847,424201,JALGAON,,MAHARASHTRA,
6848,425111,JALGAON,,MAHARASHTRA,
6849,424102,JALGAON,,MAHARASHTRA,
6850,424202,JALGAON,,MAHARASHTRA,
6851,425420,JALGAON,,MAHARASHTRA,
6852,425401,JALGAON,,MAHARASHTRA,
6853,425003,JALGAON,,MAHARASHTRA,
6854,425105,JALGAON,,MAHARASHTRA,
6855,425002,JALGAON,,MAHARASHTRA,
6856,425116,JALGAON,,MAHARASHTRA,
6857,423502,NASHIK,,MAHARASHTRA,
6858,423402,NASHIK,,MAHARASHTRA,
6859,423101,NASHIK,,MAHARASHTRA,
6860,423303,NASHIK,,MAHARASHTRA,
6861,422205,NASHIK,,MAHARASHTRA,
6862,423213,NASHIK,,MAHARASHTRA,
6863,422306,NASHIK,,MAHARASHTRA,
6864,423105,NASHIK,,MAHARASHTRA,
6865,423104,NASHIK,,MAHARASHTRA,
6866,423403,NASHIK,,MAHARASHTRA,
6867,423204,NASHIK,,MAHARASHTRA,
6868,423106,NASHIK,,MAHARASHTRA,
6869,143203,AMRITSAR,,PUNJAB,
6870,143103,AMRITSAR,,PUNJAB,
6871,143606,AMRITSAR,,PUNJAB,
6872,143105,AMRITSAR,,PUNJAB,
6873,143109,AMRITSAR,,PUNJAB,
6874,143107,AMRITSAR,,PUNJAB,
6875,143009,AMRITSAR,,PUNJAB,
6876,143113,AMRITSAR,,PUNJAB,
6877,143149,AMRITSAR,,PUNJAB,
6878,143502,AMRITSAR,,PUNJAB,
6879,143111,AMRITSAR,,PUNJAB,
6880,143601,AMRITSAR,,PUNJAB,
6881,143114,AMRITSAR,,PUNJAB,
6882,143603,AMRITSAR,,PUNJAB,
6883,143112,AMRITSAR,,PUNJAB,
6884,143205,AMRITSAR,,PUNJAB,
6885,143008,AMRITSAR,,PUNJAB,
6886,143116,AMRITSAR,,PUNJAB,
6887,143501,AMRITSAR,,PUNJAB,
6888,143303,Tarn Taran,,PUNJAB,
6889,143413,AMRITSAR,,PUNJAB,
6890,143301,Tarn Taran,,PUNJAB,
6891,143408,Tarn Taran,,PUNJAB,
6892,143411,Tarn Taran,,PUNJAB,
6893,143407,Tarn Taran,,PUNJAB,
6894,143422,Tarn Taran,,PUNJAB,
6895,143115,AMRITSAR,,PUNJAB,
6896,143305,Tarn Taran,,PUNJAB,
6897,143419,Tarn Taran,,PUNJAB,
6898,143409,Tarn Taran,,PUNJAB,
6899,143416,Tarn Taran,,PUNJAB,
6900,143414,Tarn Taran,,PUNJAB,
6901,143410,Tarn Taran,,PUNJAB,
6902,143402,Tarn Taran,,PUNJAB,
6903,151501,MANSA,,PUNJAB,
6904,151005,BATHINDA,,PUNJAB,
6905,151511,BATHINDA,,PUNJAB,
6906,151206,BATHINDA,,PUNJAB,
6907,151504,MANSA,,PUNJAB,
6908,151101,BATHINDA,,PUNJAB,
6909,151503,MANSA,,PUNJAB,
6910,151502,MANSA,,PUNJAB,
6911,151111,BATHINDA,,PUNJAB,
6912,151002,BATHINDA,,PUNJAB,
6913,151201,BATHINDA,,PUNJAB,
6914,151007,BATHINDA,,PUNJAB,
6915,151506,MANSA,,PUNJAB,
6916,151510,BATHINDA,,PUNJAB,
6917,151505,MANSA,,PUNJAB,
6918,151509,BATHINDA,,PUNJAB,
6919,151104,BATHINDA,,PUNJAB,
6920,151103,BATHINDA,,PUNJAB,
6921,151108,BATHINDA,,PUNJAB,
6922,151401,BATHINDA,,PUNJAB,
6923,151507,MANSA,,PUNJAB,
6924,151302,BATHINDA,,PUNJAB,
6925,151210,SRI MUKTSAR SAHIB,,PUNJAB,
6926,151205,FARIDKOT,,PUNJAB,
6927,151208,MOGA,,PUNJAB,
6928,151208,FARIDKOT,,PUNJAB,
6929,152025,SRI MUKTSAR SAHIB,,PUNJAB,
6930,152115,SRI MUKTSAR SAHIB,,PUNJAB,
6931,152101,SRI MUKTSAR SAHIB,,PUNJAB,
6932,151213,FARIDKOT,,PUNJAB,
6933,151214,FARIDKOT,,PUNJAB,
6934,151202,FARIDKOT,,PUNJAB,
6935,151204,FARIDKOT,,PUNJAB,
6936,152113,SRI MUKTSAR SAHIB,,PUNJAB,
6937,152107,SRI MUKTSAR SAHIB,,PUNJAB,
6938,151211,SRI MUKTSAR SAHIB,,PUNJAB,
6939,152026,SRI MUKTSAR SAHIB,,PUNJAB,
6940,151207,FARIDKOT,,PUNJAB,
6941,152112,SRI MUKTSAR SAHIB,,PUNJAB,
6942,152032,SRI MUKTSAR SAHIB,,PUNJAB,
6943,152114,SRI MUKTSAR SAHIB,,PUNJAB,
6944,142037,MOGA,,PUNJAB,
6945,142038,MOGA,,PUNJAB,
6946,142039,MOGA,,PUNJAB,
6947,142040,MOGA,,PUNJAB,
6948,142011,MOGA,,PUNJAB,
6949,142048,MOGA,,PUNJAB,
6950,142056,MOGA,,PUNJAB,
6951,142054,MOGA,,PUNJAB,
6952,142003,MOGA,,PUNJAB,
6953,142002,MOGA,,PUNJAB,
6954,142057,MOGA,,PUNJAB,
6955,142049,MOGA,,PUNJAB,
6956,152116,FAZILKA,,PUNJAB,
6957,152117,FAZILKA,,PUNJAB,
6958,152003,FIROZEPUR,,PUNJAB,
6959,142042,MOGA,,PUNJAB,
6960,152123,FAZILKA,,PUNJAB,
6961,142052,FIROZEPUR,,PUNJAB,
6962,152022,FIROZEPUR,,PUNJAB,
6963,152024,FAZILKA,,PUNJAB,
6964,152121,FAZILKA,,PUNJAB,
6965,142058,MOGA,,PUNJAB,
6966,142043,MOGA,,PUNJAB,
6967,142044,FIROZEPUR,,PUNJAB,
6968,152021,FIROZEPUR,,PUNJAB,
6969,152023,FIROZEPUR,,PUNJAB,
6970,152028,FIROZEPUR,,PUNJAB,
6971,152033,FAZILKA,,PUNJAB,
6972,152132,FAZILKA,,PUNJAB,
6973,152122,FAZILKA,,PUNJAB,
6974,152004,FIROZEPUR,,PUNJAB,
6975,142050,FIROZEPUR,,PUNJAB,
6976,142047,FIROZEPUR,,PUNJAB,
6977,152118,FAZILKA,,PUNJAB,
6978,143507,GURDASPUR,,PUNJAB,
6979,143511,GURDASPUR,,PUNJAB,
6980,143604,GURDASPUR,,PUNJAB,
6981,143602,GURDASPUR,,PUNJAB,
6982,143514,GURDASPUR,,PUNJAB,
6983,143506,GURDASPUR,,PUNJAB,
6984,143513,GURDASPUR,,PUNJAB,
6985,143512,GURDASPUR,,PUNJAB,
6986,143518,GURDASPUR,,PUNJAB,
6987,143516,GURDASPUR,,PUNJAB,
6988,143517,GURDASPUR,,PUNJAB,
6989,143519,GURDASPUR,,PUNJAB,
6990,143531,PATHANKOT,,PUNJAB,
6991,143526,GURDASPUR,,PUNJAB,
6992,143533,GURDASPUR,,PUNJAB,
6993,143527,GURDASPUR,,PUNJAB,
6994,143528,GURDASPUR,,PUNJAB,
6995,143525,GURDASPUR,,PUNJAB,
6996,143525,PATHANKOT,,PUNJAB,
6997,145101,PATHANKOT,,PUNJAB,
6998,145001,PATHANKOT,,PUNJAB,
6999,145029,PATHANKOT,,PUNJAB,
7000,143520,GURDASPUR,,PUNJAB,
7001,145023,PATHANKOT,,PUNJAB,
7002,143534,PATHANKOT,,PUNJAB,
7003,143529,GURDASPUR,,PUNJAB,
7004,143530,GURDASPUR,,PUNJAB,
7005,144224,HOSHIARPUR,,PUNJAB,
7006,144306,HOSHIARPUR,,PUNJAB,
7007,144210,HOSHIARPUR,,PUNJAB,
7008,144212,HOSHIARPUR,,PUNJAB,
7009,146113,HOSHIARPUR,,PUNJAB,
7010,144207,HOSHIARPUR,,PUNJAB,
7011,144221,HOSHIARPUR,,PUNJAB,
7012,144208,HOSHIARPUR,,PUNJAB,
7013,144223,HOSHIARPUR,,PUNJAB,
7014,144305,HOSHIARPUR,,PUNJAB,
7015,146115,HOSHIARPUR,,PUNJAB,
7016,144216,HOSHIARPUR,,PUNJAB,
7017,144214,HOSHIARPUR,,PUNJAB,
7018,144204,HOSHIARPUR,,PUNJAB,
7019,144406,HOSHIARPUR,,PUNJAB,
7020,146023,HOSHIARPUR,,PUNJAB,
7021,144521,Shahid Bhagat Singh Nagar,,PUNJAB,
7022,146102,HOSHIARPUR,,PUNJAB,
7023,146104,HOSHIARPUR,,PUNJAB,
7024,144520,HOSHIARPUR,,PUNJAB,
7025,146024,HOSHIARPUR,,PUNJAB,
7026,144530,HOSHIARPUR,,PUNJAB,
7027,144519,HOSHIARPUR,,PUNJAB,
7028,146105,HOSHIARPUR,,PUNJAB,
7029,144526,Shahid Bhagat Singh Nagar,,PUNJAB,
7030,144531,HOSHIARPUR,,PUNJAB,
7031,146106,HOSHIARPUR,,PUNJAB,
7032,146107,HOSHIARPUR,,PUNJAB,
7033,146111,HOSHIARPUR,,PUNJAB,
7034,146112,HOSHIARPUR,,PUNJAB,
7035,144528,HOSHIARPUR,,PUNJAB,
7036,146021,HOSHIARPUR,,PUNJAB,
7037,144529,HOSHIARPUR,,PUNJAB,
7038,144532,HOSHIARPUR,,PUNJAB,
7039,146108,HOSHIARPUR,,PUNJAB,
7040,144524,Shahid Bhagat Singh Nagar,,PUNJAB,
7041,144105,HOSHIARPUR,,PUNJAB,
7042,146109,HOSHIARPUR,,PUNJAB,
7043,144416,JALANDHAR,,PUNJAB,
