id,pincode,district_id,district,statename,state_id
9001,224151,,Ambedkar Nagar,Uttar Pradesh,
9002,224157,,Ambedkar Nagar,Uttar Pradesh,
9003,224155,,Ambedkar Nagar,Uttar Pradesh,
9004,224231,,Ambedkar Nagar,Uttar Pradesh,
9005,224159,,Ambedkar Nagar,Uttar Pradesh,
9006,224152,,Ambedkar Nagar,Uttar Pradesh,
9007,224168,,Ambedkar Nagar,Uttar Pradesh,
9008,224176,,Ambedkar Nagar,Uttar Pradesh,
9009,224181,,Ambedkar Nagar,Uttar Pradesh,
9010,224183,,Ambedkar Nagar,Uttar Pradesh,
9011,224186,,Ambedkar Nagar,Uttar Pradesh,
9012,224190,,Ambedkar Nagar,Uttar Pradesh,
9013,224235,,Ambedkar Nagar,Uttar Pradesh,
9014,224121,,Ayodhya,Uttar Pradesh,
9015,224123,,Ayodhya,Uttar Pradesh,
9016,224126,,Ayodhya,Uttar Pradesh,
9017,224127,,Ayodhya,Uttar Pradesh,
9018,224202,,Ayodhya,Uttar Pradesh,
9019,224116,,Ayodhya,Uttar Pradesh,
9020,224204,,Ayodhya,Uttar Pradesh,
9021,224209,,Ayodhya,Uttar Pradesh,
9022,224189,,Ayodhya,Uttar Pradesh,
9023,224001,,Ayodhya,Uttar Pradesh,
9024,224141,,Ayodhya,Uttar Pradesh,
9025,224208,,Ayodhya,Uttar Pradesh,
9026,224228,,Ayodhya,Uttar Pradesh,
9027,224206,,Ayodhya,Uttar Pradesh,
9028,224153,,Ayodhya,Uttar Pradesh,
9029,224205,,Ayodhya,Uttar Pradesh,
9030,224158,,Ayodhya,Uttar Pradesh,
9031,224229,,Ayodhya,Uttar Pradesh,
9032,224234,,Ayodhya,Uttar Pradesh,
9033,224207,,Ayodhya,Uttar Pradesh,
9034,224161,,Ayodhya,Uttar Pradesh,
9035,224118,,Ayodhya,Uttar Pradesh,
9036,224201,,Ayodhya,Uttar Pradesh,
9037,224171,,Ayodhya,Uttar Pradesh,
9038,224203,,Ayodhya,Uttar Pradesh,
9039,224172,,Firozabad,Uttar Pradesh,
9040,224182,,Ayodhya,Uttar Pradesh,
9041,224120,,Ayodhya,Uttar Pradesh,
9042,224188,,Ayodhya,Uttar Pradesh,
9043,224195,,Ayodhya,Uttar Pradesh,
9044,245301,,Hapur,Uttar Pradesh,
9045,201009,,Ghaziabad,Uttar Pradesh,
9046,201015,,Ghaziabad,Uttar Pradesh,
9047,201015,,Hapur,Uttar Pradesh,
9048,201002,,Ghaziabad,Uttar Pradesh,
9049,201003,,Ghaziabad,Uttar Pradesh,
9050,201206,,Ghaziabad,Uttar Pradesh,
9051,245304,,Ghaziabad,Uttar Pradesh,
9052,245304,,Hapur,Uttar Pradesh,
9053,201103,,Ghaziabad,Uttar Pradesh,
9054,245101,,Hapur,Uttar Pradesh,
9055,245201,,Hapur,Uttar Pradesh,
9056,245208,,Hapur,Uttar Pradesh,
9057,245205,,Hapur,Uttar Pradesh,
9058,201201,,Ghaziabad,Uttar Pradesh,
9059,201204,,Ghaziabad,Uttar Pradesh,
9060,245207,,Hapur,Uttar Pradesh,
9061,201311,,Gautam Buddha Nagar,Uttar Pradesh,
9062,201314,,Gautam Buddha Nagar,Uttar Pradesh,
9063,201304,,Gautam Buddha Nagar,Uttar Pradesh,
9064,201305,,Gautam Buddha Nagar,Uttar Pradesh,
9065,226003,,Lucknow,Uttar Pradesh,
9066,226017,,Lucknow,Uttar Pradesh,
9067,226201,,Lucknow,Uttar Pradesh,
9068,226401,,Lucknow,Uttar Pradesh,
9069,226501,,Lucknow,Uttar Pradesh,
9070,226203,,Lucknow,Uttar Pradesh,
9071,226101,,Lucknow,Uttar Pradesh,
9072,226102,,Lucknow,Uttar Pradesh,
9073,226104,,Lucknow,Uttar Pradesh,
9074,226301,,Lucknow,Uttar Pradesh,
9075,226303,,Lucknow,Uttar Pradesh,
9076,226302,,Lucknow,Uttar Pradesh,
9077,226103,,Lucknow,Uttar Pradesh,
9078,226008,,Lucknow,Uttar Pradesh,
9079,226002,,Lucknow,Uttar Pradesh,
9080,226010,,Lucknow,Uttar Pradesh,
9081,226026,,Lucknow,Uttar Pradesh,
9082,229206,,Rae Bareli,Uttar Pradesh,
9083,229121,,Rae Bareli,Uttar Pradesh,
9084,229201,,Rae Bareli,Uttar Pradesh,
9085,229202,,Rae Bareli,Uttar Pradesh,
9086,229216,,Rae Bareli,Uttar Pradesh,
9087,229204,,Rae Bareli,Uttar Pradesh,
9088,229122,,Rae Bareli,Uttar Pradesh,
9089,229125,,Rae Bareli,Uttar Pradesh,
9090,229205,,Rae Bareli,Uttar Pradesh,
9091,229207,,Rae Bareli,Uttar Pradesh,
9092,229210,,Rae Bareli,Uttar Pradesh,
9093,229215,,Rae Bareli,Uttar Pradesh,
9094,229212,,Rae Bareli,Uttar Pradesh,
9095,229211,,Rae Bareli,Uttar Pradesh,
9096,229001,,Rae Bareli,Uttar Pradesh,
9097,229135,,Amethi,Uttar Pradesh,
9098,229301,,Rae Bareli,Uttar Pradesh,
9099,229310,,Rae Bareli,Uttar Pradesh,
9100,229406,,Rae Bareli,Uttar Pradesh,
9101,229302,,Rae Bareli,Uttar Pradesh,
9102,229302,,Amethi,Uttar Pradesh,
9103,229103,,Rae Bareli,Uttar Pradesh,
9104,229304,,Amethi,Uttar Pradesh,
9105,229303,,Rae Bareli,Uttar Pradesh,
9106,229123,,Rae Bareli,Uttar Pradesh,
9107,229801,,Rae Bareli,Uttar Pradesh,
9108,229801,,Amethi,Uttar Pradesh,
9109,229401,,Rae Bareli,Uttar Pradesh,
9110,229010,,Rae Bareli,Uttar Pradesh,
9111,229402,,Rae Bareli,Uttar Pradesh,
9112,229124,,Rae Bareli,Uttar Pradesh,
9113,229306,,Rae Bareli,Uttar Pradesh,
9114,229405,,Rae Bareli,Uttar Pradesh,
9115,229404,,Rae Bareli,Uttar Pradesh,
9116,229307,,Rae Bareli,Uttar Pradesh,
9117,229129,,Rae Bareli,Uttar Pradesh,
9118,229316,,Rae Bareli,Uttar Pradesh,
9119,229127,,Rae Bareli,Uttar Pradesh,
9120,229311,,Rae Bareli,Uttar Pradesh,
9121,229126,,Amethi,Uttar Pradesh,
9122,229308,,Rae Bareli,Uttar Pradesh,
9123,229309,,Amethi,Uttar Pradesh,
9124,261001,,Sitapur,Uttar Pradesh,
9125,261403,,Sitapur,Uttar Pradesh,
9126,261301,,Sitapur,Uttar Pradesh,
9127,261201,,Sitapur,Uttar Pradesh,
9128,261121,,Sitapur,Uttar Pradesh,
9129,261125,,Sitapur,Uttar Pradesh,
9130,261202,,Sitapur,Uttar Pradesh,
9131,261302,,Sitapur,Uttar Pradesh,
9132,261131,,Sitapur,Uttar Pradesh,
9133,261135,,Sitapur,Uttar Pradesh,
9134,261405,,Sitapur,Uttar Pradesh,
9135,261203,,Sitapur,Uttar Pradesh,
9136,261141,,Sitapur,Uttar Pradesh,
9137,638152,,Erode,Tamil Nadu,
9138,638112,,Erode,Tamil Nadu,
9139,638502,,Erode,Tamil Nadu,
9140,638503,,Erode,Tamil Nadu,
9141,638476,,Erode,Tamil Nadu,
9142,638505,,Erode,Tamil Nadu,
9143,638453,,Erode,Tamil Nadu,
9144,638454,,Erode,Tamil Nadu,
9145,638455,,Erode,Tamil Nadu,
9146,638456,,Erode,Tamil Nadu,
9147,638103,,Tiruppur,Tamil Nadu,
9148,638457,,Erode,Tamil Nadu,
9149,638458,,Tiruppur,Tamil Nadu,
9150,638458,,Erode,Tamil Nadu,
9151,638506,,Erode,Tamil Nadu,
9152,638055,,Erode,Tamil Nadu,
9153,638462,,Erode,Tamil Nadu,
9154,635122,,Krishnagiri,Tamil Nadu,
9155,635103,,Krishnagiri,Tamil Nadu,
9156,635104,,Krishnagiri,Tamil Nadu,
9157,635106,,Krishnagiri,Tamil Nadu,
9158,635107,,Krishnagiri,Tamil Nadu,
9159,635108,,Krishnagiri,Tamil Nadu,
9160,635110,,Krishnagiri,Tamil Nadu,
9161,635109,,Krishnagiri,Tamil Nadu,
9162,635130,,Krishnagiri,Tamil Nadu,
9163,635304,,Krishnagiri,Tamil Nadu,
9164,635111,,Dharmapuri,Tamil Nadu,
9165,635112,,Krishnagiri,Tamil Nadu,
9166,635113,,Krishnagiri,Tamil Nadu,
9167,635002,,Krishnagiri,Tamil Nadu,
9168,635101,,Krishnagiri,Tamil Nadu,
9169,635114,,Krishnagiri,Tamil Nadu,
9170,635203,,Krishnagiri,Tamil Nadu,
9171,635204,,Krishnagiri,Tamil Nadu,
9172,635123,,Krishnagiri,Tamil Nadu,
9173,635206,,Krishnagiri,Tamil Nadu,
9174,635116,,Krishnagiri,Tamil Nadu,
9175,635307,,Krishnagiri,Tamil Nadu,
9176,635207,,Krishnagiri,Tamil Nadu,
9177,635120,,Krishnagiri,Tamil Nadu,
9178,637013,,Namakkal,Tamil Nadu,
9179,637002,,Namakkal,Tamil Nadu,
9180,637404,,Namakkal,Tamil Nadu,
9181,637015,,Namakkal,Tamil Nadu,
9182,637405,,Namakkal,Tamil Nadu,
9183,637003,,Namakkal,Tamil Nadu,
9184,637017,,Namakkal,Tamil Nadu,
9185,637018,,Namakkal,Tamil Nadu,
9186,637019,,Namakkal,Tamil Nadu,
9187,637411,,Namakkal,Tamil Nadu,
9188,637409,,Namakkal,Tamil Nadu,
9189,637212,,Namakkal,Tamil Nadu,
9190,637201,,Namakkal,Tamil Nadu,
9191,637202,,Namakkal,Tamil Nadu,
9192,637101,,Salem,Tamil Nadu,
9193,637213,,Namakkal,Tamil Nadu,
9194,637102,,Salem,Tamil Nadu,
9195,637214,,Namakkal,Tamil Nadu,
9196,637205,,Namakkal,Tamil Nadu,
9197,637103,,Salem,Tamil Nadu,
9198,637503,,Namakkal,Tamil Nadu,
9199,637206,,Namakkal,Tamil Nadu,
9200,638008,,Namakkal,Tamil Nadu,
9201,637207,,Namakkal,Tamil Nadu,
9202,637208,,Namakkal,Tamil Nadu,
9203,637107,,Salem,Tamil Nadu,
9204,637303,,Salem,Tamil Nadu,
9205,637209,,Namakkal,Tamil Nadu,
9206,637210,,Namakkal,Tamil Nadu,
9207,637304,,Namakkal,Tamil Nadu,
9208,637104,,Salem,Tamil Nadu,
9209,638182,,Namakkal,Tamil Nadu,
9210,643102,,The Nilgiris,Tamil Nadu,
9211,643213,,The Nilgiris,Tamil Nadu,
9212,643217,,The Nilgiris,Tamil Nadu,
9213,643219,,The Nilgiris,Tamil Nadu,
9214,643206,,The Nilgiris,Tamil Nadu,
9215,643004,,The Nilgiris,Tamil Nadu,
9216,643212,,The Nilgiris,Tamil Nadu,
9217,643005,,The Nilgiris,Tamil Nadu,
9218,643239,,The Nilgiris,Tamil Nadu,
9219,643003,,The Nilgiris,Tamil Nadu,
9220,643220,,The Nilgiris,Tamil Nadu,
9221,643223,,The Nilgiris,Tamil Nadu,
9222,643224,,The Nilgiris,Tamil Nadu,
9223,643226,,The Nilgiris,Tamil Nadu,
9224,643002,,The Nilgiris,Tamil Nadu,
9225,642103,,Coimbatore,Tamil Nadu,
9226,642104,,Coimbatore,Tamil Nadu,
9227,642108,,Coimbatore,Tamil Nadu,
9228,642202,,Coimbatore,Tamil Nadu,
9229,642109,,Coimbatore,Tamil Nadu,
9230,642110,,Coimbatore,Tamil Nadu,
9231,642003,,Coimbatore,Tamil Nadu,
9232,642001,,Coimbatore,Tamil Nadu,
9233,642120,,Coimbatore,Tamil Nadu,
9234,642123,,Coimbatore,Tamil Nadu,
9235,641202,,Coimbatore,Tamil Nadu,
9236,642127,,Coimbatore,Tamil Nadu,
9237,642105,,Coimbatore,Tamil Nadu,
9238,642154,,Tiruppur,Tamil Nadu,
9239,642107,,Coimbatore,Tamil Nadu,
9240,642203,,Tiruppur,Tamil Nadu,
9241,642204,,Tiruppur,Tamil Nadu,
9242,642112,,Tiruppur,Tamil Nadu,
9243,642205,,Tiruppur,Tamil Nadu,
9244,642207,,Tiruppur,Tamil Nadu,
9245,642132,,Tiruppur,Tamil Nadu,
9246,636101,,Salem,Tamil Nadu,
9247,636104,,Salem,Tamil Nadu,
9248,636105,,Salem,Tamil Nadu,
9249,636107,,Salem,Tamil Nadu,
9250,636142,,Namakkal,Tamil Nadu,
9251,636108,,Salem,Tamil Nadu,
9252,636141,,Salem,Tamil Nadu,
9253,636119,,Salem,Tamil Nadu,
9254,636110,,Salem,Tamil Nadu,
9255,636112,,Salem,Tamil Nadu,
9256,636113,,Salem,Tamil Nadu,
9257,636113,,Namakkal,Tamil Nadu,
9258,636114,,Dharmapuri,Tamil Nadu,
9259,636114,,Salem,Tamil Nadu,
9260,636121,,Salem,Tamil Nadu,
9261,636116,,Salem,Tamil Nadu,
9262,636117,,Salem,Tamil Nadu,
9263,636003,,Salem,Tamil Nadu,
9264,636103,,Salem,Tamil Nadu,
9265,636008,,Salem,Tamil Nadu,
9266,636201,,Salem,Tamil Nadu,
9267,636106,,Salem,Tamil Nadu,
9268,636138,,Salem,Tamil Nadu,
9269,636139,,Salem,Tamil Nadu,
9270,636203,,Salem,Tamil Nadu,
9271,636602,,Salem,Tamil Nadu,
9272,636204,,Salem,Tamil Nadu,
9273,636006,,Salem,Tamil Nadu,
9274,636601,,Salem,Tamil Nadu,
9275,637401,,Namakkal,Tamil Nadu,
9276,636451,,Salem,Tamil Nadu,
9277,636354,,Salem,Tamil Nadu,
9278,637502,,Salem,Tamil Nadu,
9279,637403,,Namakkal,Tamil Nadu,
9280,636302,,Salem,Tamil Nadu,
9281,636501,,Salem,Tamil Nadu,
9282,636351,,Salem,Tamil Nadu,
9283,636012,,Salem,Tamil Nadu,
9284,636303,,Salem,Tamil Nadu,
9285,636458,,Salem,Tamil Nadu,
9286,636202,,Namakkal,Tamil Nadu,
9287,636453,,Salem,Tamil Nadu,
9288,636030,,Salem,Tamil Nadu,
9289,637406,,Namakkal,Tamil Nadu,
9290,636455,,Salem,Tamil Nadu,
9291,636305,,Salem,Tamil Nadu,
9292,637407,,Namakkal,Tamil Nadu,
9293,636403,,Salem,Tamil Nadu,
9294,637408,,Namakkal,Tamil Nadu,
9295,637412,,Namakkal,Tamil Nadu,
9296,636306,,Salem,Tamil Nadu,
9297,636502,,Salem,Tamil Nadu,
9298,637504,,Salem,Tamil Nadu,
9299,635802,,Tirupathur,Tamil Nadu,
9300,632601,,Vellore,Tamil Nadu,
9301,635803,,Vellore,Tamil Nadu,
9302,635804,,Vellore,Tamil Nadu,
9303,635805,,Vellore,Tamil Nadu,
9304,635806,,Vellore,Tamil Nadu,
9305,632203,,Vellore,Tamil Nadu,
9306,635809,,Vellore,Tamil Nadu,
9307,632603,,Vellore,Tamil Nadu,
9308,635810,,Vellore,Tamil Nadu,
9309,632209,,Vellore,Tamil Nadu,
9310,635814,,Tirupathur,Tamil Nadu,
9311,632604,,Vellore,Tamil Nadu,
9312,635701,,Tirupathur,Tamil Nadu,
9313,635801,,Tirupathur,Tamil Nadu,
9314,635702,,Tirupathur,Tamil Nadu,
9315,635754,,Tirupathur,Tamil Nadu,
9316,635703,,Tiruvannamalai,Tamil Nadu,
9317,635851,,Tirupathur,Tamil Nadu,
9318,635901,,Tirupathur,Tamil Nadu,
9319,635751,,Tirupathur,Tamil Nadu,
9320,635710,,Tirupathur,Tamil Nadu,
9321,635852,,Tirupathur,Tamil Nadu,
9322,635752,,Tirupathur,Tamil Nadu,
9323,635854,,Tirupathur,Tamil Nadu,
9324,635853,,Tirupathur,Tamil Nadu,
9325,635651,,Tirupathur,Tamil Nadu,
9326,635655,,Tirupathur,Tamil Nadu,
9327,635602,,Tirupathur,Tamil Nadu,
9328,635653,,Tirupathur,Tamil Nadu,
9329,635652,,Tirupathur,Tamil Nadu,
9330,638657,,Tiruppur,Tamil Nadu,
9331,638701,,Tiruppur,Tamil Nadu,
9332,638660,,Tiruppur,Tamil Nadu,
9333,638661,,Tiruppur,Tamil Nadu,
9334,638673,,Tiruppur,Tamil Nadu,
9335,638702,,Tiruppur,Tamil Nadu,
9336,638106,,Tiruppur,Tamil Nadu,
9337,641665,,Tiruppur,Tamil Nadu,
9338,638706,,Tiruppur,Tamil Nadu,
9339,638703,,Tiruppur,Tamil Nadu,
9340,638111,,Tiruppur,Tamil Nadu,
9341,641653,,Coimbatore,Tamil Nadu,
9342,638451,,Erode,Tamil Nadu,
9343,641103,,Coimbatore,Tamil Nadu,
9344,641104,,Coimbatore,Tamil Nadu,
9345,641670,,Tiruppur,Tamil Nadu,
9346,641659,,Coimbatore,Tamil Nadu,
9347,641697,,Coimbatore,Tamil Nadu,
9348,638459,,Erode,Tamil Nadu,
9349,638459,,Coimbatore,Tamil Nadu,
9350,638402,,Erode,Tamil Nadu,
9351,638401,,Erode,Tamil Nadu,
9352,638460,,Erode,Tamil Nadu,
9353,638460,,Tiruppur,Tamil Nadu,
9354,641302,,Coimbatore,Tamil Nadu,
9355,641402,,Coimbatore,Tamil Nadu,
9356,638461,,Erode,Tamil Nadu,
9357,641654,,Tiruppur,Tamil Nadu,
9358,641655,,Tiruppur,Tamil Nadu,
9359,641687,,Tiruppur,Tamil Nadu,
9360,641658,,Coimbatore,Tamil Nadu,
9361,641671,,Tiruppur,Tamil Nadu,
9362,641662,,Tiruppur,Tamil Nadu,
9363,641663,,Tiruppur,Tamil Nadu,
9364,641664,,Tiruppur,Tamil Nadu,
9365,641666,,Tiruppur,Tamil Nadu,
9366,641667,,Tiruppur,Tamil Nadu,
9367,641604,,Tiruppur,Tamil Nadu,
9368,641607,,Tiruppur,Tamil Nadu,
9369,641602,,Tiruppur,Tamil Nadu,
9370,624801,,Dindigul,Tamil Nadu,
9371,624005,,Dindigul,Tamil Nadu,
9372,624002,,Dindigul,Tamil Nadu,
9373,624004,,Dindigul,Tamil Nadu,
9374,624702,,Dindigul,Tamil Nadu,
9375,624703,,Dindigul,Tamil Nadu,
9376,624705,,Dindigul,Tamil Nadu,
9377,624711,,Dindigul,Tamil Nadu,
9378,624706,,Dindigul,Tamil Nadu,
9379,624003,,Dindigul,Tamil Nadu,
9380,624401,,Dindigul,Tamil Nadu,
9381,624620,,Dindigul,Tamil Nadu,
9382,624622,,Dindigul,Tamil Nadu,
9383,624402,,Dindigul,Tamil Nadu,
9384,624304,,Dindigul,Tamil Nadu,
9385,624306,,Dindigul,Tamil Nadu,
9386,624709,,Dindigul,Tamil Nadu,
9387,624802,,Dindigul,Tamil Nadu,
9388,624710,,Dindigul,Tamil Nadu,
9389,624308,,Dindigul,Tamil Nadu,
9390,624201,,Dindigul,Tamil Nadu,
9391,624202,,Dindigul,Tamil Nadu,
9392,624204,,Dindigul,Tamil Nadu,
9393,624103,,Dindigul,Tamil Nadu,
9394,624101,,Dindigul,Tamil Nadu,
9395,624206,,Dindigul,Tamil Nadu,
9396,624212,,Dindigul,Tamil Nadu,
9397,624707,,Dindigul,Tamil Nadu,
9398,624215,,Dindigul,Tamil Nadu,
9399,624708,,Dindigul,Tamil Nadu,
9400,624216,,Dindigul,Tamil Nadu,
9401,624219,,Dindigul,Tamil Nadu,
9402,624220,,Dindigul,Tamil Nadu,
9403,624612,,Dindigul,Tamil Nadu,
9404,624613,,Dindigul,Tamil Nadu,
9405,624614,,Dindigul,Tamil Nadu,
9406,624615,,Dindigul,Tamil Nadu,
9407,624617,,Dindigul,Tamil Nadu,
9408,624618,,Dindigul,Tamil Nadu,
9409,624619,,Dindigul,Tamil Nadu,
9410,624621,,Dindigul,Tamil Nadu,
9411,629701,,Kanniyakumari,Tamil Nadu,
9412,629801,,Kanniyakumari,Tamil Nadu,
9413,629201,,Kanniyakumari,Tamil Nadu,
9414,629401,,Kanniyakumari,Tamil Nadu,
9415,629851,,Kanniyakumari,Tamil Nadu,
9416,629852,,Kanniyakumari,Tamil Nadu,
9417,629501,,Kanniyakumari,Tamil Nadu,
9418,629702,,Kanniyakumari,Tamil Nadu,
9419,629703,,Kanniyakumari,Tamil Nadu,
9420,629402,,Kanniyakumari,Tamil Nadu,
9421,629004,,Kanniyakumari,Tamil Nadu,
9422,629802,,Kanniyakumari,Tamil Nadu,
9423,629803,,Kanniyakumari,Tamil Nadu,
9424,629159,,Kanniyakumari,Tamil Nadu,
9425,629602,,Kanniyakumari,Tamil Nadu,
9426,629704,,Kanniyakumari,Tamil Nadu,
9427,629180,,Kanniyakumari,Tamil Nadu,
9428,629151,,Kanniyakumari,Tamil Nadu,
9429,629152,,Kanniyakumari,Tamil Nadu,
9430,629153,,Kanniyakumari,Tamil Nadu,
9431,629101,,Kanniyakumari,Tamil Nadu,
9432,629154,,Kanniyakumari,Tamil Nadu,
9433,629160,,Kanniyakumari,Tamil Nadu,
9434,629161,,Kanniyakumari,Tamil Nadu,
