id,pincode,district_id,district,statename,state_id
675,506122,,Warangal,Telangana,
676,506102,,Mahabubabad,Telangana,
677,506103,,Mahabubabad,Telangana,
678,506369,,Warangal,Telangana,
679,506365,,Warangal,Telangana,
680,506006,,Hanumakonda,Telangana,
681,506330,,Hanumakonda,Telangana,
682,506222,,Jangoan,Telangana,
683,506310,,Hanumakonda,Telangana,
684,506317,,Mahabubabad,Telangana,
685,506008,,Hanumakonda,Telangana,
686,506314,,Warangal,Telangana,
687,506005,,Hanumakonda,Telangana,
688,506331,,Warangal,Telangana,
689,506163,,Hanumakonda,Telangana,
690,506318,,Mahabubabad,Telangana,
691,506316,,Jangoan,Telangana,
692,506329,,Warangal,Telangana,
693,506333,,Warangal,Telangana,
694,521260,,Krishna,Andhra Pradesh,
695,500075,,Ranga Reddy,Telangana,
696,500008,,Hyderabad,Telangana,
697,501218,,Ranga Reddy,Telangana,
698,501505,,Ranga Reddy,Telangana,
699,501513,,Ranga Reddy,Telangana,
700,501506,,Ranga Reddy,Telangana,
701,501508,,Ranga Reddy,Telangana,
702,500039,,Medchal Malkajgiri,Telangana,
703,501509,,Ranga Reddy,Telangana,
704,501303,,Medchal Malkajgiri,Telangana,
705,500043,,Medchal Malkajgiri,Telangana,
706,500100,,Medchal Malkajgiri,Telangana,
707,501401,,Medchal Malkajgiri,Telangana,
708,500101,,Medchal Malkajgiri,Telangana,
709,501143,,Vikarabad,Telangana,
710,501502,,Vikarabad,Telangana,
711,501503,,Ranga Reddy,Telangana,
712,501121,,Vikarabad,Telangana,
713,501106,,Vikarabad,Telangana,
714,501202,,Vikarabad,Telangana,
715,501111,,Vikarabad,Telangana,
716,501142,,Vikarabad,Telangana,
717,501501,,Vikarabad,Telangana,
718,501141,,Vikarabad,Telangana,
719,501144,,Vikarabad,Telangana,
720,501102,,Vikarabad,Telangana,
721,515445,,Anantapur,Andhra Pradesh,
722,515751,,Anantapur,Andhra Pradesh,
723,515741,,Anantapur,Andhra Pradesh,
724,515763,,Anantapur,Andhra Pradesh,
725,515701,,Anantapur,Andhra Pradesh,
726,515415,,Anantapur,Andhra Pradesh,
727,515731,,Anantapur,Andhra Pradesh,
728,515004,,Anantapur,Andhra Pradesh,
729,515722,,Anantapur,Andhra Pradesh,
730,515761,,Anantapur,Andhra Pradesh,
731,515711,,Anantapur,Andhra Pradesh,
732,515766,,Anantapur,Andhra Pradesh,
733,515425,,Anantapur,Andhra Pradesh,
734,515787,,Anantapur,Andhra Pradesh,
735,515414,,Anantapur,Andhra Pradesh,
736,515767,,Anantapur,Andhra Pradesh,
737,515435,,Anantapur,Andhra Pradesh,
738,515411,,Anantapur,Andhra Pradesh,
739,515465,,Anantapur,Andhra Pradesh,
740,515401,,Anantapur,Andhra Pradesh,
741,515863,,Anantapur,Andhra Pradesh,
742,515871,,Anantapur,Andhra Pradesh,
743,515842,,Anantapur,Andhra Pradesh,
744,515803,,Anantapur,Andhra Pradesh,
745,515775,,Anantapur,Andhra Pradesh,
746,515865,,Anantapur,Andhra Pradesh,
747,515455,,Anantapur,Andhra Pradesh,
748,515611,,Anantapur,Andhra Pradesh,
749,515867,,Anantapur,Andhra Pradesh,
750,515812,,Anantapur,Andhra Pradesh,
751,515832,,Anantapur,Andhra Pradesh,
752,515870,,Anantapur,Andhra Pradesh,
753,515408,,Anantapur,Andhra Pradesh,
754,533347,,East Godavari,Andhra Pradesh,
755,533352,,East Godavari,Andhra Pradesh,
756,507115,,Bhadradri Kothagudem,Telangana,
757,507140,,Bhadradri Kothagudem,Telangana,
758,507128,,Bhadradri Kothagudem,Telangana,
759,533351,,Alluri Sitharama Raju,Andhra Pradesh,
760,534444,,Eluru,Andhra Pradesh,
761,533349,,Alluri Sitharama Raju,Andhra Pradesh,
762,507202,,Khammam,Telangana,
763,507211,,Mahabubabad,Telangana,
764,507204,,Khammam,Telangana,
765,507169,,Khammam,Telangana,
766,507208,,Khammam,Telangana,
767,507168,,Khammam,Telangana,
768,507003,,Khammam,Telangana,
769,507210,,Mahabubabad,Telangana,
770,507158,,Khammam,Telangana,
771,507209,,Khammam,Telangana,
772,507122,,Khammam,Telangana,
773,507159,,Khammam,Telangana,
774,507203,,Khammam,Telangana,
775,507157,,Khammam,Telangana,
776,507183,,Khammam,Telangana,
777,507304,,Khammam,Telangana,
778,507161,,Khammam,Telangana,
779,507167,,Khammam,Telangana,
780,507170,,Khammam,Telangana,
781,507305,,Khammam,Telangana,
782,507163,,Khammam,Telangana,
783,507318,,Khammam,Telangana,
784,507165,,Khammam,Telangana,
785,507201,,Khammam,Telangana,
786,507301,,Bhadradri Kothagudem,Telangana,
787,507306,,Bhadradri Kothagudem,Telangana,
788,507166,,Bhadradri Kothagudem,Telangana,
789,507316,,Bhadradri Kothagudem,Telangana,
790,507316,,Khammam,Telangana,
791,507302,,Khammam,Telangana,
792,507118,,Bhadradri Kothagudem,Telangana,
793,507303,,Khammam,Telangana,
794,507120,,Bhadradri Kothagudem,Telangana,
795,507164,,Khammam,Telangana,
796,507124,,Bhadradri Kothagudem,Telangana,
797,507127,,Bhadradri Kothagudem,Telangana,
798,507123,,Bhadradri Kothagudem,Telangana,
799,507126,,Bhadradri Kothagudem,Telangana,
800,521122,,Krishna,Andhra Pradesh,
801,521149,,Krishna,Andhra Pradesh,
802,521136,,Krishna,Andhra Pradesh,
803,521132,,Krishna,Andhra Pradesh,
804,521328,,Krishna,Andhra Pradesh,
805,521131,,Krishna,Andhra Pradesh,
806,521125,,Krishna,Andhra Pradesh,
807,521120,,Krishna,Andhra Pradesh,
808,521156,,Krishna,Andhra Pradesh,
809,521157,,Krishna,Andhra Pradesh,
810,521162,,Krishna,Andhra Pradesh,
811,521002,,Krishna,Andhra Pradesh,
812,521003,,Krishna,Andhra Pradesh,
813,521332,,Krishna,Andhra Pradesh,
814,521331,,Krishna,Andhra Pradesh,
815,521369,,Krishna,Andhra Pradesh,
816,521366,,Krishna,Andhra Pradesh,
817,522659,,Palnadu,Andhra Pradesh,
818,522616,,Palnadu,Andhra Pradesh,
819,522612,,Palnadu,Andhra Pradesh,
820,522233,,Palnadu,Andhra Pradesh,
821,522658,,Palnadu,Andhra Pradesh,
822,522614,,Palnadu,Andhra Pradesh,
823,522611,,Palnadu,Andhra Pradesh,
824,522626,,Palnadu,Andhra Pradesh,
825,522234,,Palnadu,Andhra Pradesh,
826,522615,,Palnadu,Andhra Pradesh,
827,522660,,Palnadu,Andhra Pradesh,
828,522649,,Palnadu,Andhra Pradesh,
829,522529,,Guntur,Andhra Pradesh,
830,522603,,Palnadu,Andhra Pradesh,
831,522617,,Palnadu,Andhra Pradesh,
832,522549,,Palnadu,Andhra Pradesh,
833,522646,,Palnadu,Andhra Pradesh,
834,522647,,Palnadu,Andhra Pradesh,
835,522409,,Palnadu,Andhra Pradesh,
836,522411,,Palnadu,Andhra Pradesh,
837,522437,,Palnadu,Andhra Pradesh,
838,522414,,Palnadu,Andhra Pradesh,
839,522415,,Palnadu,Andhra Pradesh,
840,522410,,Palnadu,Andhra Pradesh,
841,522435,,Palnadu,Andhra Pradesh,
842,522426,,Palnadu,Andhra Pradesh,
843,522438,,Guntur,Andhra Pradesh,
844,522408,,Palnadu,Andhra Pradesh,
845,522436,,Palnadu,Andhra Pradesh,
846,522402,,Palnadu,Andhra Pradesh,
847,522413,,Palnadu,Andhra Pradesh,
848,522412,,Palnadu,Andhra Pradesh,
849,522421,,Palnadu,Andhra Pradesh,
850,522401,,Guntur,Andhra Pradesh,
851,522613,,Palnadu,Andhra Pradesh,
852,524203,,Spsr Nellore,Andhra Pradesh,
853,524142,,Spsr Nellore,Andhra Pradesh,
854,524221,,Spsr Nellore,Andhra Pradesh,
855,524240,,Spsr Nellore,Andhra Pradesh,
856,524152,,Spsr Nellore,Andhra Pradesh,
857,524222,,Spsr Nellore,Andhra Pradesh,
858,524236,,Spsr Nellore,Andhra Pradesh,
859,524223,,Spsr Nellore,Andhra Pradesh,
860,524201,,Spsr Nellore,Andhra Pradesh,
861,524239,,Spsr Nellore,Andhra Pradesh,
862,524230,,Spsr Nellore,Andhra Pradesh,
863,524310,,Spsr Nellore,Andhra Pradesh,
864,524225,,Spsr Nellore,Andhra Pradesh,
865,524226,,Spsr Nellore,Andhra Pradesh,
866,524227,,Spsr Nellore,Andhra Pradesh,
867,524228,,Spsr Nellore,Andhra Pradesh,
868,524315,,Spsr Nellore,Andhra Pradesh,
869,524302,,Spsr Nellore,Andhra Pradesh,
870,524004,,Spsr Nellore,Andhra Pradesh,
871,524304,,Spsr Nellore,Andhra Pradesh,
872,524346,,Spsr Nellore,Andhra Pradesh,
873,524305,,Spsr Nellore,Andhra Pradesh,
874,524003,,Spsr Nellore,Andhra Pradesh,
875,524306,,Spsr Nellore,Andhra Pradesh,
876,524317,,Spsr Nellore,Andhra Pradesh,
877,524234,,Spsr Nellore,Andhra Pradesh,
878,524314,,Spsr Nellore,Andhra Pradesh,
879,524307,,Spsr Nellore,Andhra Pradesh,
880,524316,,Spsr Nellore,Andhra Pradesh,
881,524137,,Spsr Nellore,Andhra Pradesh,
882,524312,,Spsr Nellore,Andhra Pradesh,
883,524344,,Spsr Nellore,Andhra Pradesh,
884,524313,,Spsr Nellore,Andhra Pradesh,
885,524366,,Spsr Nellore,Andhra Pradesh,
886,524303,,Spsr Nellore,Andhra Pradesh,
887,524308,,Spsr Nellore,Andhra Pradesh,
888,524002,,Spsr Nellore,Andhra Pradesh,
889,524311,,Spsr Nellore,Andhra Pradesh,
890,524318,,Spsr Nellore,Andhra Pradesh,
891,523166,,Bapatla,Andhra Pradesh,
892,523169,,Bapatla,Andhra Pradesh,
893,523157,,Bapatla,Andhra Pradesh,
894,523271,,Prakasam,Andhra Pradesh,
895,506244,,Jangoan,Telangana,
896,523270,,Prakasam,Andhra Pradesh,
897,523114,,Prakasam,Andhra Pradesh,
898,523115,,Prakasam,Andhra Pradesh,
899,523273,,Prakasam,Andhra Pradesh,
900,523113,,Prakasam,Andhra Pradesh,
901,523109,,Prakasam,Andhra Pradesh,
902,506343,,Mulugu,Telangana,
903,523291,,Prakasam,Andhra Pradesh,
904,523101,,Prakasam,Andhra Pradesh,
905,523274,,Prakasam,Andhra Pradesh,
906,523292,,Prakasam,Andhra Pradesh,
907,523279,,Prakasam,Andhra Pradesh,
908,523116,,Prakasam,Andhra Pradesh,
909,523104,,Prakasam,Andhra Pradesh,
910,523110,,Prakasam,Andhra Pradesh,
911,523112,,Prakasam,Andhra Pradesh,
912,523246,,Prakasam,Andhra Pradesh,
913,523227,,Prakasam,Andhra Pradesh,
914,506349,,Mulugu,Telangana,
915,523241,,Prakasam,Andhra Pradesh,
916,523304,,Prakasam,Andhra Pradesh,
917,523223,,Prakasam,Andhra Pradesh,
918,523265,,Prakasam,Andhra Pradesh,
919,523117,,Prakasam,Andhra Pradesh,
920,523228,,Prakasam,Andhra Pradesh,
921,523111,,Prakasam,Andhra Pradesh,
922,523108,,Prakasam,Andhra Pradesh,
923,523245,,Prakasam,Andhra Pradesh,
924,523247,,Prakasam,Andhra Pradesh,
925,523253,,Prakasam,Andhra Pradesh,
926,523252,,Prakasam,Andhra Pradesh,
927,523254,,Prakasam,Andhra Pradesh,
928,523230,,Prakasam,Andhra Pradesh,
929,523224,,Prakasam,Andhra Pradesh,
930,506391,,Warangal,Telangana,
931,523201,,Bapatla,Andhra Pradesh,
932,523201,,Prakasam,Andhra Pradesh,
933,523226,,Prakasam,Andhra Pradesh,
934,523214,,Bapatla,Andhra Pradesh,
935,523182,,Prakasam,Andhra Pradesh,
936,523303,,Bapatla,Andhra Pradesh,
937,523212,,Bapatla,Andhra Pradesh,
938,523211,,Prakasam,Andhra Pradesh,
939,504214,,Bapatla,Andhra Pradesh,
940,523301,,Bapatla,Andhra Pradesh,
941,523183,,Prakasam,Andhra Pradesh,
942,523183,,Bapatla,Andhra Pradesh,
943,523302,,Bapatla,Andhra Pradesh,
944,523225,,Prakasam,Andhra Pradesh,
945,523264,,Prakasam,Andhra Pradesh,
946,523263,,Bapatla,Andhra Pradesh,
947,523263,,Prakasam,Andhra Pradesh,
948,523262,,Prakasam,Andhra Pradesh,
949,534342,,West Godavari,Andhra Pradesh,
950,534313,,West Godavari,Andhra Pradesh,
951,534318,,West Godavari,Andhra Pradesh,
952,534318,,Eluru,Andhra Pradesh,
953,534316,,West Godavari,Andhra Pradesh,
954,534331,,West Godavari,Andhra Pradesh,
955,534301,,West Godavari,Andhra Pradesh,
956,506143,,Jangoan,Telangana,
957,534315,,West Godavari,Andhra Pradesh,
958,506345,,Mulugu,Telangana,
959,534305,,West Godavari,Andhra Pradesh,
960,534341,,West Godavari,Andhra Pradesh,
961,534340,,West Godavari,Andhra Pradesh,
962,534111,,West Godavari,Andhra Pradesh,
963,534196,,West Godavari,Andhra Pradesh,
964,534156,,West Godavari,Andhra Pradesh,
965,534198,,Eluru,Andhra Pradesh,
966,534198,,West Godavari,Andhra Pradesh,
967,506302,,Jangoan,Telangana,
968,534145,,West Godavari,Andhra Pradesh,
969,534166,,West Godavari,Andhra Pradesh,
970,534176,,West Godavari,Andhra Pradesh,
971,534411,,West Godavari,Andhra Pradesh,
972,506371,,Hanumakonda,Telangana,
973,534165,,West Godavari,Andhra Pradesh,
974,534186,,Eluru,Andhra Pradesh,
975,522310,,Bapatla,Andhra Pradesh,
976,522102,,Bapatla,Andhra Pradesh,
977,522212,,Guntur,Andhra Pradesh,
978,522212,,Bapatla,Andhra Pradesh,
979,522341,,Bapatla,Andhra Pradesh,
980,522341,,Guntur,Andhra Pradesh,
981,522259,,Bapatla,Andhra Pradesh,
982,522111,,Bapatla,Andhra Pradesh,
983,522262,,Bapatla,Andhra Pradesh,
984,522315,,Guntur,Andhra Pradesh,
985,522268,,Bapatla,Andhra Pradesh,
986,522316,,Guntur,Andhra Pradesh,
987,505404,,Rajanna Sircilla,Telangana,
988,522329,,Bapatla,Andhra Pradesh,
989,522124,,Guntur,Andhra Pradesh,
990,522318,,Guntur,Andhra Pradesh,
991,522318,,Bapatla,Andhra Pradesh,
992,522301,,Guntur,Andhra Pradesh,
993,522301,,Bapatla,Andhra Pradesh,
994,522256,,Bapatla,Andhra Pradesh,
995,522264,,Bapatla,Andhra Pradesh,
996,522330,,Guntur,Andhra Pradesh,
997,522307,,Guntur,Andhra Pradesh,
998,522324,,Bapatla,Andhra Pradesh,
999,522313,,Bapatla,Andhra Pradesh,
1000,522306,,Guntur,Andhra Pradesh,
1001,522265,,Bapatla,Andhra Pradesh,
1002,522213,,Guntur,Andhra Pradesh,
1003,522257,,Bapatla,Andhra Pradesh,
1004,520007,,Krishna,Andhra Pradesh,
1005,521151,,Krishna,Andhra Pradesh,
1006,521104,,Ntr,Andhra Pradesh,
1007,521226,,Ntr,Andhra Pradesh,
1008,521211,,Eluru,Andhra Pradesh,
1009,521182,,Ntr,Andhra Pradesh,
1010,521178,,Ntr,Andhra Pradesh,
1011,521229,,Ntr,Andhra Pradesh,
1012,521101,,Krishna,Andhra Pradesh,
1013,521175,,Ntr,Andhra Pradesh,
1014,521181,,Ntr,Andhra Pradesh,
1015,521180,,Ntr,Andhra Pradesh,
1016,521246,,Krishna,Andhra Pradesh,
1017,521164,,Krishna,Andhra Pradesh,
1018,521228,,Ntr,Andhra Pradesh,
1019,521457,,Ntr,Andhra Pradesh,
1020,521247,,Krishna,Andhra Pradesh,
1021,521230,,Ntr,Andhra Pradesh,
1022,521185,,Ntr,Andhra Pradesh,
1023,521184,,Ntr,Andhra Pradesh,
1024,521212,,Krishna,Andhra Pradesh,
1025,521190,,Ntr,Andhra Pradesh,
1026,521163,,Krishna,Andhra Pradesh,
1027,521402,,Ntr,Andhra Pradesh,
1028,521170,,Ntr,Andhra Pradesh,
1029,521250,,Krishna,Andhra Pradesh,
1030,521456,,Ntr,Andhra Pradesh,
1031,521165,,Krishna,Andhra Pradesh,
1032,533214,,Konaseema,Andhra Pradesh,
1033,533222,,Konaseema,Andhra Pradesh,
1034,533221,,Konaseema,Andhra Pradesh,
1035,533212,,Konaseema,Andhra Pradesh,
1036,533220,,Konaseema,Andhra Pradesh,
1037,533241,,Konaseema,Andhra Pradesh,
1038,533211,,Konaseema,Andhra Pradesh,
1039,533216,,Konaseema,Andhra Pradesh,
1040,533218,,East Godavari,Andhra Pradesh,
1041,533239,,Konaseema,Andhra Pradesh,
1042,533213,,Konaseema,Andhra Pradesh,
1043,533577,,Konaseema,Andhra Pradesh,
1044,533252,,Konaseema,Andhra Pradesh,
1045,533235,,Konaseema,Andhra Pradesh,
1046,533240,,Konaseema,Andhra Pradesh,
1047,533274,,Konaseema,Andhra Pradesh,
1048,533223,,Konaseema,Andhra Pradesh,
1049,533254,,Konaseema,Andhra Pradesh,
1050,533250,,Konaseema,Andhra Pradesh,
1051,533247,,Konaseema,Andhra Pradesh,
1052,533248,,Konaseema,Andhra Pradesh,
1053,533238,,Konaseema,Andhra Pradesh,
1054,533236,,Konaseema,Andhra Pradesh,
1055,533251,,Konaseema,Andhra Pradesh,
1056,533249,,Konaseema,Andhra Pradesh,
1057,533228,,Konaseema,Andhra Pradesh,
1058,533237,,Konaseema,Andhra Pradesh,
1059,531022,,Anakapalli,Andhra Pradesh,
1060,531149,,Visakhapatanam,Andhra Pradesh,
1061,531151,,Visakhapatanam,Andhra Pradesh,
1062,531011,,Anakapalli,Andhra Pradesh,
1063,531036,,Anakapalli,Andhra Pradesh,
1064,531030,,Anakapalli,Andhra Pradesh,
1065,531061,,Anakapalli,Andhra Pradesh,
1066,531023,,Anakapalli,Andhra Pradesh,
1067,531019,,Anakapalli,Andhra Pradesh,
1068,531034,,Anakapalli,Andhra Pradesh,
1069,531031,,Visakhapatanam,Andhra Pradesh,
1070,531075,,Anakapalli,Andhra Pradesh,
1071,531033,,Anakapalli,Andhra Pradesh,
1072,531081,,Visakhapatanam,Andhra Pradesh,
1073,531020,,Visakhapatanam,Andhra Pradesh,
1074,531126,,Anakapalli,Andhra Pradesh,
1075,531060,,Anakapalli,Andhra Pradesh,
1076,531127,,Visakhapatanam,Andhra Pradesh,
1077,531035,,Visakhapatanam,Andhra Pradesh,
1078,531032,,Anakapalli,Andhra Pradesh,
1079,531055,,Anakapalli,Andhra Pradesh,
1080,531111,,Alluri Sitharama Raju,Andhra Pradesh,
1081,531029,,Alluri Sitharama Raju,Andhra Pradesh,
1082,531077,,Alluri Sitharama Raju,Andhra Pradesh,
1083,531084,,Visakhapatanam,Andhra Pradesh,
1084,531028,,Anakapalli,Andhra Pradesh,
1085,531085,,Visakhapatanam,Andhra Pradesh,
1086,531114,,Anakapalli,Andhra Pradesh,
1087,531118,,Visakhapatanam,Andhra Pradesh,
1088,382150,,Ahmadabad,Gujarat,
1089,382170,,Mahesana,Gujarat,
1090,382421,,Ahmadabad,Gujarat,
1091,382308,,Gandhinagar,Gujarat,
1092,382321,,Gandhinagar,Gujarat,
1093,382042,,Gandhinagar,Gujarat,
1094,382355,,Gandhinagar,Gujarat,
1095,382305,,Gandhinagar,Gujarat,
1096,382470,,Ahmadabad,Gujarat,
1097,382722,,Ahmadabad,Gujarat,
1098,382315,,Gandhinagar,Gujarat,
1099,382320,,Gandhinagar,Gujarat,
1100,382422,,Gandhinagar,Gujarat,
1101,382445,,Ahmadabad,Gujarat,
1102,382722,,Gandhinagar,Gujarat,
1103,382725,,Gandhinagar,Gujarat,
1104,382650,,Gandhinagar,Gujarat,
1105,382835,,Gandhinagar,Gujarat,
1106,382845,,Gandhinagar,Gujarat,
1107,382735,,Gandhinagar,Gujarat,
1108,384001,,Mahesana,Gujarat,
1109,384455,,Mahesana,Gujarat,
1110,384410,,Mahesana,Gujarat,
1111,384415,,Mahesana,Gujarat,
1112,384450,,Mahesana,Gujarat,
1113,384460,,Mahesana,Gujarat,
1114,384421,,Mahesana,Gujarat,
1115,384305,,Mahesana,Gujarat,
1116,384440,,Mahesana,Gujarat,
1117,384130,,Mahesana,Gujarat,
1118,384445,,Mahesana,Gujarat,
1119,384325,,Mahesana,Gujarat,
1120,384530,,Mahesana,Gujarat,
1121,384540,,Mahesana,Gujarat,
1122,384412,,Mahesana,Gujarat,
1123,384430,,Mahesana,Gujarat,
1124,384330,,Mahesana,Gujarat,
1125,384441,,Mahesana,Gujarat,
1126,384170,,Mahesana,Gujarat,
1127,384310,,Mahesana,Gujarat,
1128,384570,,Mahesana,Gujarat,
1129,384315,,Mahesana,Gujarat,
1130,384266,,Patan,Gujarat,
1131,384220,,Patan,Gujarat,
1132,384240,,Patan,Gujarat,
1133,384290,,Patan,Gujarat,
1134,384230,,Patan,Gujarat,
1135,384255,,Patan,Gujarat,
1136,384229,,Patan,Gujarat,
1137,384241,,Patan,Gujarat,
1138,385340,,Patan,Gujarat,
1139,384245,,Patan,Gujarat,
1140,384246,,Patan,Gujarat,
1141,384272,,Patan,Gujarat,
1142,384151,,Patan,Gujarat,
1143,384221,,Patan,Gujarat,
1144,385360,,Patan,Gujarat,
1145,384285,,Patan,Gujarat,
1146,383002,,Sabar Kantha,Gujarat,
1147,383410,,Sabar Kantha,Gujarat,
1148,383240,,Sabar Kantha,Gujarat,
1149,383325,,Arvalli,Gujarat,
1150,383245,,Arvalli,Gujarat,
1151,383421,,Sabar Kantha,Gujarat,
1152,383225,,Sabar Kantha,Gujarat,
1153,383330,,Arvalli,Gujarat,
1154,383310,,Arvalli,Gujarat,
1155,383335,,Arvalli,Gujarat,
1156,383030,,Sabar Kantha,Gujarat,
1157,383305,,Sabar Kantha,Gujarat,
1158,383430,,Sabar Kantha,Gujarat,
1159,383110,,Sabar Kantha,Gujarat,
1160,383440,,Sabar Kantha,Gujarat,
1161,383255,,Sabar Kantha,Gujarat,
1162,383462,,Sabar Kantha,Gujarat,
1163,383316,,Arvalli,Gujarat,
1164,383251,,Arvalli,Gujarat,
1165,383345,,Arvalli,Gujarat,
1166,383350,,Arvalli,Gujarat,
1167,383315,,Arvalli,Gujarat,
1168,383422,,Sabar Kantha,Gujarat,
1169,383205,,Sabar Kantha,Gujarat,
1170,383270,,Sabar Kantha,Gujarat,
1171,383276,,Arvalli,Gujarat,
1172,383276,,Sabar Kantha,Gujarat,
1173,383120,,Sabar Kantha,Gujarat,
1174,383340,,Arvalli,Gujarat,
1175,383210,,Sabar Kantha,Gujarat,
1176,383246,,Arvalli,Gujarat,
1177,383215,,Sabar Kantha,Gujarat,
1178,383250,,Arvalli,Gujarat,
1179,383230,,Sabar Kantha,Gujarat,
1180,383307,,Arvalli,Gujarat,
1181,383235,,Sabar Kantha,Gujarat,
1182,383010,,Sabar Kantha,Gujarat,
1183,383450,,Arvalli,Gujarat,
1184,383434,,Sabar Kantha,Gujarat,
1185,383460,,Sabar Kantha,Gujarat,
1186,365601,,Amreli,Gujarat,
1187,365610,,Amreli,Gujarat,
1188,364522,,Amreli,Gujarat,
1189,365440,,Junagadh,Gujarat,
1190,365440,,Amreli,Gujarat,
1191,365645,,Amreli,Gujarat,
1192,365630,,Amreli,Gujarat,
1193,365410,,Amreli,Gujarat,
1194,365435,,Amreli,Gujarat,
1195,365620,,Amreli,Gujarat,
1196,365220,,Amreli,Gujarat,
1197,365550,,Amreli,Gujarat,
1198,365640,,Amreli,Gujarat,
1199,365555,,Amreli,Gujarat,
1200,364521,,Amreli,Gujarat,
1201,365650,,Amreli,Gujarat,
1202,365430,,Amreli,Gujarat,
1203,365535,,Amreli,Gujarat,
1204,365460,,Amreli,Gujarat,
1205,365730,,Amreli,Gujarat,
1206,365560,,Amreli,Gujarat,
1207,364515,,Amreli,Gujarat,
1208,365480,,Amreli,Gujarat,
1209,365480,,Rajkot,Gujarat,
1210,365456,,Amreli,Gujarat,
1211,364525,,Amreli,Gujarat,
1212,364530,,Amreli,Gujarat,
1213,364210,,Bhavnagar,Gujarat,
1214,364295,,Bhavnagar,Gujarat,
1215,364050,,Bhavnagar,Gujarat,
1216,364002,,Bhavnagar,Gujarat,
1217,364710,,Botad,Gujarat,
1218,364130,,Bhavnagar,Gujarat,
1219,364730,,Botad,Gujarat,
1220,364320,,Bhavnagar,Gujarat,
1221,364750,,Botad,Gujarat,
1222,364265,,Bhavnagar,Gujarat,
1223,364070,,Bhavnagar,Gujarat,
1224,364290,,Bhavnagar,Gujarat,
1225,364280,,Bhavnagar,Gujarat,
1226,364270,,Bhavnagar,Gujarat,
1227,364760,,Bhavnagar,Gujarat,
1228,364760,,Botad,Gujarat,
1229,364720,,Botad,Gujarat,
1230,364275,,Bhavnagar,Gujarat,
1231,364135,,Bhavnagar,Gujarat,
1232,364313,,Bhavnagar,Gujarat,
1233,364230,,Bhavnagar,Gujarat,
1234,364240,,Bhavnagar,Gujarat,
1235,364250,,Bhavnagar,Gujarat,
1236,364140,,Bhavnagar,Gujarat,
1237,364260,,Bhavnagar,Gujarat,
1238,364120,,Bhavnagar,Gujarat,
1239,364150,,Bhavnagar,Gujarat,
1240,364765,,Botad,Gujarat,
1241,364310,,Bhavnagar,Gujarat,
1242,360311,,Rajkot,Gujarat,
1243,360485,,Rajkot,Gujarat,
1244,360040,,Rajkot,Gujarat,
1245,360450,,Rajkot,Gujarat,
1246,360452,,Rajkot,Gujarat,
1247,360410,,Rajkot,Gujarat,
1248,360320,,Rajkot,Gujarat,
1249,360405,,Jamnagar,Gujarat,
1250,360405,,Rajkot,Gujarat,
1251,360050,,Rajkot,Gujarat,
1252,360360,,Rajkot,Gujarat,
1253,360370,,Rajkot,Gujarat,
1254,360470,,Rajkot,Gujarat,
1255,360030,,Rajkot,Gujarat,
1256,360070,,Rajkot,Gujarat,
1257,360480,,Jamnagar,Gujarat,
1258,360440,,Rajkot,Gujarat,
1259,360490,,Rajkot,Gujarat,
1260,360045,,Rajkot,Gujarat,
1261,360055,,Rajkot,Gujarat,
1262,363655,,Jamnagar,Gujarat,
1263,361230,,Jamnagar,Gujarat,
1264,361306,,Devbhumi Dwarka,Gujarat,
1265,360510,,Devbhumi Dwarka,Gujarat,
1266,361315,,Devbhumi Dwarka,Gujarat,
1267,361012,,Jamnagar,Gujarat,
1268,361210,,Jamnagar,Gujarat,
1269,361120,,Jamnagar,Gujarat,
1270,361140,,Jamnagar,Gujarat,
1271,360530,,Jamnagar,Gujarat,
1272,361320,,Devbhumi Dwarka,Gujarat,
1273,361130,,Jamnagar,Gujarat,
1274,361160,,Jamnagar,Gujarat,
1275,361280,,Jamnagar,Gujarat,
1276,361305,,Devbhumi Dwarka,Gujarat,
1277,360540,,Jamnagar,Gujarat,
1278,361170,,Jamnagar,Gujarat,
1279,361345,,Devbhumi Dwarka,Gujarat,
1280,361162,,Jamnagar,Gujarat,
1281,361310,,Devbhumi Dwarka,Gujarat,
1282,361010,,Jamnagar,Gujarat,
1283,360531,,Jamnagar,Gujarat,
1284,360515,,Devbhumi Dwarka,Gujarat,
1285,362222,,Junagadh,Gujarat,
1286,362263,,Junagadh,Gujarat,
1287,362020,,Junagadh,Gujarat,
1288,362250,,Junagadh,Gujarat,
